ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000061237	Dio1	protein_coding	iodothyronine deiodinase 1 [Source:RGD Symbol;Acc:2504]
ENSRNOG00000061373	Loxl3	protein_coding	lysyl oxidase-like 3 [Source:RGD Symbol;Acc:1311011]
ENSRNOG00000061394	Clec4e	protein_coding	C-type lectin domain family 4, member E [Source:RGD Symbol;Acc:1359298]
ENSRNOG00000061420	AABR07062154.1	protein_coding	
ENSRNOG00000061587	Metap1d	protein_coding	methionyl aminopeptidase type 1D (mitochondrial) [Source:RGD Symbol;Acc:1307413]
ENSRNOG00000061595	Tfec	protein_coding	transcription factor EC [Source:RGD Symbol;Acc:3846]
ENSRNOG00000061603	Asxl1	protein_coding	ASXL transcriptional regulator 1 [Source:RGD Symbol;Acc:1561878]
ENSRNOG00000061609	Olr456	protein_coding	olfactory receptor 456 [Source:RGD Symbol;Acc:1333552]
ENSRNOG00000061664		protein_coding	Ly49s8 [Source:RGD Symbol;Acc:1562972]
ENSRNOG00000061684	Ndufa9	protein_coding	NADH:ubiquinone oxidoreductase subunit A9 [Source:RGD Symbol;Acc:1307307]
ENSRNOG00000061690	Sycp2	protein_coding	synaptonemal complex protein 2 [Source:RGD Symbol;Acc:69429]
ENSRNOG00000061739	Klrk1	protein_coding	killer cell lectin like receptor K1 [Source:RGD Symbol;Acc:3180]
ENSRNOG00000061757	Clec2h	protein_coding	C-type lectin domain family 2, member H [Source:RGD Symbol;Acc:1306865]
ENSRNOG00000061768	Slc43a3	protein_coding	solute carrier family 43, member 3 [Source:RGD Symbol;Acc:1312016]
ENSRNOG00000061845	Cttnbp2	protein_coding	cortactin binding protein 2 [Source:RGD Symbol;Acc:628691]
ENSRNOG00000061851	Foxj3	protein_coding	forkhead box J3 [Source:RGD Symbol;Acc:1311770]
ENSRNOG00000061868	Kbtbd12	protein_coding	kelch repeat and BTB domain containing 12 [Source:RGD Symbol;Acc:1585999]
ENSRNOG00000061876	Aldh4a1	protein_coding	taste 1 receptor member 2 [Source:RGD Symbol;Acc:61894]
ENSRNOG00000061895	Ly49si1	protein_coding	immunoreceptor Ly49si1 [Source:RGD Symbol;Acc:1359487]
ENSRNOG00000062108	Tomm5	protein_coding	translocase of outer mitochondrial membrane 5 [Source:RGD Symbol;Acc:1596808]
ENSRNOG00000062174	AABR07047316.1	protein_coding	
ENSRNOG00000062268	AABR07051404.1	protein_coding	ATP synthase F(0) complex subunit C2, mitochondrial pseudogene [Source:RGD Symbol;Acc:9387198]
ENSRNOG00000062297	Klra5	protein_coding	killer cell lectin-like receptor, subfamily A, member 5 [Source:RGD Symbol;Acc:735134]
ENSRNOG00000062311	Olr530	protein_coding	olfactory receptor 530 [Source:RGD Symbol;Acc:1332695]
ENSRNOG00000062312	Olr657	protein_coding	olfactory receptor 657 [Source:RGD Symbol;Acc:1332707]
ENSRNOG00000062325		protein_coding	similar to 40S ribosomal protein S25 [Source:RGD Symbol;Acc:1583218]
ENSRNOG00000062335	Olr609	protein_coding	olfactory receptor 609 [Source:RGD Symbol;Acc:1334192]
ENSRNOG00000062364	Olr508	protein_coding	olfactory receptor 508 [Source:RGD Symbol;Acc:1334025]
ENSRNOG00000062366		protein_coding	
ENSRNOG00000062370	Igbp1b	protein_coding	immunoglobulin (CD79A) binding protein 1b [Source:RGD Symbol;Acc:1560971]
ENSRNOG00000062385	Olr490	protein_coding	olfactory receptor 490 [Source:RGD Symbol;Acc:1333472]
ENSRNOG00000062388	Olr552	protein_coding	olfactory receptor 552 [Source:RGD Symbol;Acc:1333948]
ENSRNOG00000062392		protein_coding	
ENSRNOG00000062393	Olr859	protein_coding	olfactory receptor 859 [Source:RGD Symbol;Acc:1333211]
ENSRNOG00000062398	Olr780	protein_coding	olfactory receptor 780 [Source:RGD Symbol;Acc:1333588]
ENSRNOG00000062401		protein_coding	
ENSRNOG00000062405	Vom1r73	protein_coding	vomeronasal 1 receptor 73 [Source:RGD Symbol;Acc:1549715]
ENSRNOG00000062410	Olr613	protein_coding	olfactory receptor 613 [Source:RGD Symbol;Acc:1332686]
ENSRNOG00000062415	Ube2w	protein_coding	ubiquitin-conjugating enzyme E2W [Source:RGD Symbol;Acc:6503620]
ENSRNOG00000062429	Zfp239	protein_coding	zinc finger protein 239 [Source:RGD Symbol;Acc:6502210]
ENSRNOG00000062430		protein_coding	
ENSRNOG00000062447		protein_coding	
ENSRNOG00000062459		protein_coding	
ENSRNOG00000062461	Rex2	protein_coding	reduced expression 2 [Source:RGD Symbol;Acc:1586249]
ENSRNOG00000062475		protein_coding	
ENSRNOG00000062482		protein_coding	disks large homolog 5-like [Source:RGD Symbol;Acc:6493667]
ENSRNOG00000062489		protein_coding	similar to protein expressed in prostate, ovary, testis, and placenta 8 isoform 2 [Source:RGD Symbol;Acc:1597699]
ENSRNOG00000062492		protein_coding	calcineurin B homologous protein 1-like [Source:RGD Symbol;Acc:41090173]
ENSRNOG00000062493		protein_coding	
ENSRNOG00000062502		protein_coding	uncharacterized LOC120103076 [Source:RGD Symbol;Acc:40944481]
ENSRNOG00000062526	Ankrd63	protein_coding	ankyrin repeat domain 63 [Source:RGD Symbol;Acc:1595953]
ENSRNOG00000062527	Olr421	protein_coding	olfactory receptor 421 [Source:RGD Symbol;Acc:1333411]
ENSRNOG00000062541	Fzd1	protein_coding	frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625]
ENSRNOG00000062543	Lin7c	protein_coding	lin-7 homolog C, crumbs cell polarity complex component [Source:RGD Symbol;Acc:621164]
ENSRNOG00000062547		protein_coding	
ENSRNOG00000062563		protein_coding	
ENSRNOG00000062572	Olr531	protein_coding	olfactory receptor 531 [Source:RGD Symbol;Acc:1332657]
ENSRNOG00000062576	Olr749	protein_coding	olfactory receptor 749 [Source:RGD Symbol;Acc:1333136]
ENSRNOG00000062587		protein_coding	
ENSRNOG00000062606	Vom1r72	protein_coding	vomeronasal 1 receptor 72 [Source:RGD Symbol;Acc:1549709]
ENSRNOG00000062607		protein_coding	
ENSRNOG00000062608		protein_coding	
ENSRNOG00000062610	Olr623	protein_coding	olfactory receptor 623 [Source:RGD Symbol;Acc:1334023]
ENSRNOG00000062621	Ly49i7	protein_coding	immunoreceptor Ly49i7 [Source:RGD Symbol;Acc:1359302]
ENSRNOG00000062624		protein_coding	
ENSRNOG00000062632	Olr673	protein_coding	olfactory receptor 673 [Source:RGD Symbol;Acc:1333808]
ENSRNOG00000062633		protein_coding	
ENSRNOG00000062643	Olr760	protein_coding	olfactory receptor 760 [Source:RGD Symbol;Acc:1333521]
ENSRNOG00000062644		protein_coding	
ENSRNOG00000062659	RGD1565987	protein_coding	similar to F-box and leucine-rich repeat protein 18 [Source:RGD Symbol;Acc:1565987]
ENSRNOG00000062660	Olr775	protein_coding	olfactory receptor 775 [Source:RGD Symbol;Acc:1333829]
ENSRNOG00000062667	Olr715	protein_coding	olfactory receptor 715 [Source:RGD Symbol;Acc:1333119]
ENSRNOG00000062684	Olr766	protein_coding	olfactory receptor 766 [Source:RGD Symbol;Acc:1333795]
ENSRNOG00000062691		protein_coding	
ENSRNOG00000062692	Olr399	protein_coding	olfactory receptor 399 [Source:RGD Symbol;Acc:1333418]
ENSRNOG00000062693		protein_coding	
ENSRNOG00000062725	Olr681	protein_coding	olfactory receptor 681 [Source:RGD Symbol;Acc:1332600]
ENSRNOG00000062726		protein_coding	
ENSRNOG00000062735	Tex52	protein_coding	testis expressed 52 [Source:RGD Symbol;Acc:2323784]
ENSRNOG00000062737	Svs3a	protein_coding	seminal vesicle secretory protein 3A [Source:RGD Symbol;Acc:708390]
ENSRNOG00000062743		protein_coding	zinc finger protein 2-like [Source:NCBI gene (formerly Entrezgene);Acc:100909998]
ENSRNOG00000062761	Olr694	protein_coding	olfactory receptor 694 [Source:RGD Symbol;Acc:1333350]
ENSRNOG00000062765	Vom1r68	protein_coding	vomeronasal 1 receptor 68 [Source:RGD Symbol;Acc:1549721]
ENSRNOG00000062790		protein_coding	
ENSRNOG00000062792	Olr483	protein_coding	olfactory receptor 483 [Source:RGD Symbol;Acc:1334276]
ENSRNOG00000062804		protein_coding	
ENSRNOG00000062816	Olr505	protein_coding	olfactory receptor 505 [Source:RGD Symbol;Acc:1332619]
ENSRNOG00000062823		protein_coding	olfactory receptor 5L1-like [Source:RGD Symbol;Acc:7579074]
ENSRNOG00000062835		protein_coding	
ENSRNOG00000062852	Olr819	protein_coding	olfactory receptor 819 [Source:RGD Symbol;Acc:1332872]
ENSRNOG00000062853		protein_coding	
ENSRNOG00000062859	RGD1565622	protein_coding	RGD1565622 [Source:RGD Symbol;Acc:1565622]
ENSRNOG00000062862		protein_coding	
ENSRNOG00000062890	Zfp618	protein_coding	zinc finger protein 618 [Source:RGD Symbol;Acc:1310743]
ENSRNOG00000062892		protein_coding	
ENSRNOG00000062893	Olfr1085	protein_coding	olfactory receptor 1085 [Source:MGI Symbol;Acc:MGI:3030919]
ENSRNOG00000062896		protein_coding	peptidyl-prolyl cis-trans isomerase A-like [Source:RGD Symbol;Acc:6493676]
ENSRNOG00000062897	Olr836	protein_coding	olfactory receptor 836 [Source:RGD Symbol;Acc:1332606]
ENSRNOG00000062899	Olr704	protein_coding	olfactory receptor 704 [Source:RGD Symbol;Acc:1333603]
ENSRNOG00000062900	Vom1r76	protein_coding	vomeronasal 1 receptor 76 [Source:RGD Symbol;Acc:1549714]
ENSRNOG00000062918	Olr858	protein_coding	olfactory receptor 858 [Source:RGD Symbol;Acc:1333843]
ENSRNOG00000062919	Olr773	protein_coding	olfactory receptor 773 [Source:RGD Symbol;Acc:1332850]
ENSRNOG00000062930		protein_coding	
ENSRNOG00000062943	Lurap1	protein_coding	leucine rich adaptor protein 1 [Source:RGD Symbol;Acc:1566001]
ENSRNOG00000062954		protein_coding	
ENSRNOG00000062959	Ccnd2	protein_coding	cyclin D2 [Source:RGD Symbol;Acc:621083]
ENSRNOG00000062960		protein_coding	
ENSRNOG00000062993		protein_coding	
ENSRNOG00000062998	Lcn15l1	protein_coding	lipocalin-15 like 1 [Source:RGD Symbol;Acc:11355973]
ENSRNOG00000062999		protein_coding	olfactory receptor 4A15-like [Source:RGD Symbol;Acc:40966033]
ENSRNOG00000063021	Atp6v1fnb	protein_coding	ATP6V1F neighbor [Source:RGD Symbol;Acc:9472094]
ENSRNOG00000063022	Olr469	protein_coding	olfactory receptor 469 [Source:RGD Symbol;Acc:1333537]
ENSRNOG00000063025		protein_coding	similar to olfactory receptor Olr695 [Source:RGD Symbol;Acc:1590104]
ENSRNOG00000063035		protein_coding	
ENSRNOG00000063042		protein_coding	
ENSRNOG00000063044		protein_coding	zinc finger protein 120-like [Source:RGD Symbol;Acc:7587488]
ENSRNOG00000063053		protein_coding	
ENSRNOG00000063072	Lcn3	protein_coding	lipocalin 3 [Source:RGD Symbol;Acc:1562745]
ENSRNOG00000063082		protein_coding	
ENSRNOG00000063087		protein_coding	
ENSRNOG00000063088		protein_coding	similar to casein kinase 1, gamma 3 isoform 2 [Source:RGD Symbol;Acc:1598209]
ENSRNOG00000063089	Tmem139	protein_coding	transmembrane protein 139 [Source:RGD Symbol;Acc:1594187]
ENSRNOG00000063098		protein_coding	
ENSRNOG00000063099	Gcnt7	protein_coding	glucosaminyl (N-acetyl) transferase family member 7 [Source:RGD Symbol;Acc:7496421]
ENSRNOG00000063100	Olr666	protein_coding	olfactory receptor 666 [Source:RGD Symbol;Acc:1333643]
ENSRNOG00000063104	Olr542	protein_coding	olfactory receptor 542 [Source:RGD Symbol;Acc:1333836]
ENSRNOG00000063113	Mup4	protein_coding	alpha-2u globulin PGCL3 [Source:RGD Symbol;Acc:708501]
ENSRNOG00000063125	Olr713	protein_coding	olfactory receptor 713 [Source:RGD Symbol;Acc:1332997]
ENSRNOG00000063131	Olr736	protein_coding	olfactory receptor 736 [Source:RGD Symbol;Acc:1332783]
ENSRNOG00000063142		protein_coding	
ENSRNOG00000063150	Rab42	protein_coding	RAB42, member RAS oncogene family [Source:RGD Symbol;Acc:1593983]
ENSRNOG00000063156		protein_coding	
ENSRNOG00000063189		protein_coding	
ENSRNOG00000063191		protein_coding	
ENSRNOG00000063193		protein_coding	
ENSRNOG00000063194		protein_coding	
ENSRNOG00000063197	Atp6v1g1	protein_coding	ATPase H+ transporting V1 subunit G1 [Source:RGD Symbol;Acc:1310088]
ENSRNOG00000063201	Ifna4	protein_coding	interferon, alpha 4 [Source:RGD Symbol;Acc:1306334]
ENSRNOG00000063242	Olr866	protein_coding	olfactory receptor 866 [Source:RGD Symbol;Acc:1332921]
ENSRNOG00000063256		protein_coding	
ENSRNOG00000063262	Ism1	protein_coding	isthmin 1 [Source:RGD Symbol;Acc:1562551]
ENSRNOG00000063276	Olr792	protein_coding	olfactory receptor 792 [Source:RGD Symbol;Acc:1333491]
ENSRNOG00000063277		protein_coding	
ENSRNOG00000063280		protein_coding	
ENSRNOG00000063285	Olr397	protein_coding	olfactory receptor 397 [Source:RGD Symbol;Acc:1334157]
ENSRNOG00000063286	Olr753	protein_coding	olfactory receptor 753 [Source:RGD Symbol;Acc:1333980]
ENSRNOG00000063291	Vom1r69	protein_coding	vomeronasal 1 receptor 69 [Source:RGD Symbol;Acc:1549722]
ENSRNOG00000063301		protein_coding	
ENSRNOG00000063306		protein_coding	RIKEN cDNA 4930404H24 gene [Source:MGI Symbol;Acc:MGI:1925401]
ENSRNOG00000063311	Olr566	protein_coding	olfactory receptor 566 [Source:RGD Symbol;Acc:1333224]
ENSRNOG00000063322	Olr660	protein_coding	olfactory receptor 660 [Source:RGD Symbol;Acc:1332834]
ENSRNOG00000063330	Olr402	protein_coding	olfactory receptor 402 [Source:RGD Symbol;Acc:1333900]
ENSRNOG00000063340		protein_coding	
ENSRNOG00000063347	Nrip2	protein_coding	nuclear receptor interacting protein 2 [Source:RGD Symbol;Acc:1589959]
ENSRNOG00000063353		protein_coding	
ENSRNOG00000063356	Olr479	protein_coding	olfactory receptor 479 [Source:RGD Symbol;Acc:1334269]
ENSRNOG00000063357		protein_coding	
ENSRNOG00000063365		protein_coding	
ENSRNOG00000063372	Olr848	protein_coding	olfactory receptor 848 [Source:RGD Symbol;Acc:1333384]
ENSRNOG00000063398	Nat8	protein_coding	N-acetyltransferase 8 [Source:RGD Symbol;Acc:621609]
ENSRNOG00000063399		protein_coding	
ENSRNOG00000063409	Olr690	protein_coding	olfactory receptor 690 [Source:RGD Symbol;Acc:1333693]
ENSRNOG00000063414		protein_coding	
ENSRNOG00000063419		protein_coding	
ENSRNOG00000063422		protein_coding	
ENSRNOG00000063427		protein_coding	
ENSRNOG00000063432	Olr820	protein_coding	olfactory receptor 820 [Source:RGD Symbol;Acc:1333011]
ENSRNOG00000063436		protein_coding	olfactory receptor 1150, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030984]
ENSRNOG00000063440	Vom1r66	protein_coding	vomeronasal 1 receptor 66 [Source:RGD Symbol;Acc:1549744]
ENSRNOG00000063451		protein_coding	
ENSRNOG00000063457		protein_coding	
ENSRNOG00000063462	Tas2r140	protein_coding	taste receptor, type 2, member 140 [Source:RGD Symbol;Acc:1587511]
ENSRNOG00000063479		protein_coding	similar to olfactory receptor Olr869 [Source:RGD Symbol;Acc:1583684]
ENSRNOG00000063480	Olr838	protein_coding	olfactory receptor 838 [Source:RGD Symbol;Acc:1334076]
ENSRNOG00000063489	Mrpl41	protein_coding	mitochondrial ribosomal protein L41 [Source:RGD Symbol;Acc:1310241]
ENSRNOG00000063497	Vom1r74	protein_coding	vomeronasal 1 receptor 74 [Source:RGD Symbol;Acc:1549695]
ENSRNOG00000063498	Olr778	protein_coding	olfactory receptor 778 [Source:RGD Symbol;Acc:1333821]
ENSRNOG00000063524	Etfrf1	protein_coding	electron transfer flavoprotein regulatory factor 1 [Source:RGD Symbol;Acc:2320673]
ENSRNOG00000063539	Olr802	protein_coding	olfactory receptor 802 [Source:RGD Symbol;Acc:1333188]
ENSRNOG00000063543	Olr860	protein_coding	olfactory receptor 860 [Source:RGD Symbol;Acc:1333268]
ENSRNOG00000063545		protein_coding	
ENSRNOG00000063547	Olr633	protein_coding	olfactory receptor 633 [Source:RGD Symbol;Acc:1333052]
ENSRNOG00000063550		protein_coding	
ENSRNOG00000063565		protein_coding	
ENSRNOG00000063572		protein_coding	
ENSRNOG00000063578	Olr659	protein_coding	olfactory receptor 659 [Source:RGD Symbol;Acc:1334176]
ENSRNOG00000063583		protein_coding	interferon alpha-12-like [Source:RGD Symbol;Acc:41162071]
ENSRNOG00000063588	Olr519	protein_coding	olfactory receptor 519 [Source:RGD Symbol;Acc:1334112]
ENSRNOG00000063605	Prss1	protein_coding	serine protease 1 [Source:RGD Symbol;Acc:3417]
ENSRNOG00000063615		protein_coding	
ENSRNOG00000063625		protein_coding	interferon alpha-12-like [Source:RGD Symbol;Acc:41097131]
ENSRNOG00000063630	Dlx6	protein_coding	distal-less homeobox 6 [Source:RGD Symbol;Acc:1561539]
ENSRNOG00000063649		protein_coding	
ENSRNOG00000063659		protein_coding	
ENSRNOG00000063670		protein_coding	
ENSRNOG00000063676	Lhfpl4	protein_coding	LHFPL tetraspan subfamily member 4 [Source:RGD Symbol;Acc:727967]
ENSRNOG00000063679		protein_coding	sterile alpha motif domain-containing protein 9-like [Source:RGD Symbol;Acc:9200675]
ENSRNOG00000063685	Olr674	protein_coding	olfactory receptor 674 [Source:RGD Symbol;Acc:1333042]
ENSRNOG00000063688		protein_coding	olfactory receptor 4A16-like [Source:RGD Symbol;Acc:41401869]
ENSRNOG00000063691		protein_coding	
ENSRNOG00000063708	Olr486	protein_coding	olfactory receptor 486 [Source:RGD Symbol;Acc:1332674]
ENSRNOG00000063726	Zfp42l	protein_coding	Zinc finger protein 42-like [Source:RGD Symbol;Acc:2319177]
ENSRNOG00000063734	Or5d35	protein_coding	similar to olfactory receptor 1161 [Source:RGD Symbol;Acc:1594971]
ENSRNOG00000063740	Olr621	protein_coding	olfactory receptor 621 [Source:RGD Symbol;Acc:1334422]
ENSRNOG00000063741		protein_coding	
ENSRNOG00000063753		protein_coding	olfactory receptor 1224, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031058]
ENSRNOG00000063781		protein_coding	
ENSRNOG00000063784	Olr610	protein_coding	olfactory receptor 610 [Source:RGD Symbol;Acc:1333420]
ENSRNOG00000063792	Olr646	protein_coding	olfactory receptor 646 [Source:RGD Symbol;Acc:1333370]
ENSRNOG00000063795	Or1j19	protein_coding	olfactory receptor 348 [Source:MGI Symbol;Acc:MGI:3030182]
ENSRNOG00000063798		protein_coding	
ENSRNOG00000063804	Senp17	protein_coding	Sumo1/sentrin/SMT3 specific peptidase 17 [Source:RGD Symbol;Acc:1303080]
ENSRNOG00000063827		protein_coding	
ENSRNOG00000063835		protein_coding	
ENSRNOG00000063836	Pou3f2	protein_coding	POU class 3 homeobox 2 [Source:RGD Symbol;Acc:61946]
ENSRNOG00000063845		protein_coding	
ENSRNOG00000063846	Vom1r87	protein_coding	vomeronasal 1 receptor 87 [Source:RGD Symbol;Acc:1549756]
ENSRNOG00000063859		protein_coding	
ENSRNOG00000063869	Olr806	protein_coding	olfactory receptor 806 [Source:RGD Symbol;Acc:1332594]
ENSRNOG00000063876		protein_coding	
ENSRNOG00000063885		protein_coding	
ENSRNOG00000063901		protein_coding	
ENSRNOG00000063902	Vom1r93	protein_coding	vomeronasal 1 receptor 93 [Source:RGD Symbol;Acc:1549740]
ENSRNOG00000063940		protein_coding	
ENSRNOG00000063946	Olr529	protein_coding	olfactory receptor 529 [Source:RGD Symbol;Acc:1333349]
ENSRNOG00000063947	Olr546	protein_coding	olfactory receptor 546 [Source:RGD Symbol;Acc:1333346]
ENSRNOG00000063954		protein_coding	
ENSRNOG00000063971		protein_coding	
ENSRNOG00000063995	Olr701	protein_coding	olfactory receptor 701 [Source:RGD Symbol;Acc:1333172]
ENSRNOG00000063999		protein_coding	
ENSRNOG00000064003		protein_coding	
ENSRNOG00000064018	Olr671	protein_coding	olfactory receptor 671 [Source:RGD Symbol;Acc:1334252]
ENSRNOG00000064027	Rpp25l	protein_coding	ribonuclease P/MRP subunit p25 like [Source:RGD Symbol;Acc:1306576]
ENSRNOG00000064033	Olr624	protein_coding	olfactory receptor 624 [Source:RGD Symbol;Acc:1333417]
ENSRNOG00000064038	Or5m3b	protein_coding	olfactory receptor 5M3-like [Source:RGD Symbol;Acc:9390404]
ENSRNOG00000064041		protein_coding	
ENSRNOG00000064052	Kcna1	protein_coding	potassium voltage-gated channel subfamily A member 1 [Source:RGD Symbol;Acc:2949]
ENSRNOG00000064061		protein_coding	
ENSRNOG00000064071	Olr404	protein_coding	olfactory receptor 404 [Source:RGD Symbol;Acc:1334217]
ENSRNOG00000064086		protein_coding	
ENSRNOG00000064090	Tmsb10	protein_coding	thymosin, beta 10 [Source:RGD Symbol;Acc:62022]
ENSRNOG00000064101		protein_coding	
ENSRNOG00000064111	Tnip3	protein_coding	TNFAIP3 interacting protein 3 [Source:RGD Symbol;Acc:1588732]
ENSRNOG00000064122		protein_coding	
ENSRNOG00000064139	Cyp4a2	protein_coding	cytochrome P450 4A2 [Source:RGD Symbol;Acc:41366809]
ENSRNOG00000064151		protein_coding	
ENSRNOG00000064158		protein_coding	
ENSRNOG00000064166	Hmcn2	protein_coding	hemicentin 2 [Source:RGD Symbol;Acc:1585467]
ENSRNOG00000064180		protein_coding	
ENSRNOG00000064192		protein_coding	
ENSRNOG00000064193	Olr702	protein_coding	olfactory receptor 702 [Source:RGD Symbol;Acc:1334144]
ENSRNOG00000064217		protein_coding	
ENSRNOG00000064233	Serf2	protein_coding	small EDRK-rich factor 2 [Source:RGD Symbol;Acc:1588368]
ENSRNOG00000064238	Rimklb	protein_coding	ribosomal modification protein rimK-like family member B [Source:RGD Symbol;Acc:1560851]
ENSRNOG00000064239		protein_coding	
ENSRNOG00000064241		protein_coding	
ENSRNOG00000064257		protein_coding	
ENSRNOG00000064291		protein_coding	
ENSRNOG00000064294	Mdfic2	protein_coding	MyoD family inhibitor domain containing 2 [Source:RGD Symbol;Acc:2323009]
ENSRNOG00000064299		protein_coding	sperm motility kinase-like [Source:RGD Symbol;Acc:6489613]
ENSRNOG00000064314	Vom1r100	protein_coding	vomeronasal 1 receptor 100 [Source:RGD Symbol;Acc:1549727]
