gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT	gene	gene_biotype	external_gene_name	description
ENSG00000164916	0	0	0	1	0	0	ENSG00000164916	protein_coding	FOXK1	forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]
ENSG00000173275	0	0	0	1	0	0	ENSG00000173275	protein_coding	ZNF449	zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039]
ENSG00000126522	0	0	0	1	0	0	ENSG00000126522	protein_coding	ASL	argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]
ENSG00000180535	0	0	0	1	0	0	ENSG00000180535	protein_coding	BHLHA15	basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]
ENSG00000143149	0	0	0	1	0	0	ENSG00000143149	protein_coding	ALDH9A1	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
ENSG00000135870	0	0	0	1	0	0	ENSG00000135870	protein_coding	RC3H1	ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]
ENSG00000011275	0	0	0	1	0	0	ENSG00000011275	protein_coding	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]
ENSG00000120915	0	0	0	1	0	0	ENSG00000120915	protein_coding	EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]
ENSG00000197037	0	0	0	1	0	0	ENSG00000197037	protein_coding	ZSCAN25	zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]
ENSG00000084112	0	0	0	1	0	0	ENSG00000084112	protein_coding	SSH1	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]
ENSG00000250305	0	0	0	1	1	0	ENSG00000250305	protein_coding	TRMT9B	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]
ENSG00000197343	0	0	0	1	0	0	ENSG00000197343	protein_coding	ZNF655	zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]
ENSG00000136003	0	0	0	1	0	0	ENSG00000136003	protein_coding	ISCU	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]
ENSG00000163297	0	0	0	1	0	0	ENSG00000163297	protein_coding	ANTXR2	ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732]
ENSG00000015592	0	0	0	1	0	1	ENSG00000015592	protein_coding	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]
ENSG00000133872	0	0	0	1	0	0	ENSG00000133872	protein_coding	SARAF	store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]
ENSG00000158796	0	0	0	1	0	0	ENSG00000158796	protein_coding	DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]
ENSG00000060709	0	0	0	1	0	0	
ENSG00000181215	0	0	0	1	0	1	ENSG00000181215	protein_coding	C4orf50	chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]
ENSG00000168275	0	0	0	1	0	0	ENSG00000168275	protein_coding	COA6	cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]
ENSG00000104755	0	0	0	1	0	0	ENSG00000104755	protein_coding	ADAM2	ADAM metallopeptidase domain 2 [Source:HGNC Symbol;Acc:HGNC:198]
ENSG00000130222	0	0	0	1	0	1	ENSG00000130222	protein_coding	GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]
ENSG00000168334	0	0	0	1	1	0	ENSG00000168334	protein_coding	XIRP1	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]
ENSG00000162755	0	0	0	1	0	0	ENSG00000162755	protein_coding	KLHDC9	kelch domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28489]
ENSG00000153037	0	0	0	1	0	0	ENSG00000153037	protein_coding	SRP19	signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]
ENSG00000204618	0	0	0	1	0	0	ENSG00000204618	protein_coding	RNF39	ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
ENSG00000140474	0	0	0	1	0	0	ENSG00000140474	protein_coding	ULK3	unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]
ENSG00000129625	0	0	0	1	0	0	ENSG00000129625	protein_coding	REEP5	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]
ENSG00000116183	0	0	0	1	1	0	ENSG00000116183	protein_coding	PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]
ENSG00000106245	0	0	0	1	0	0	ENSG00000106245	protein_coding	BUD31	BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629]
ENSG00000092295	0	0	0	1	0	0	ENSG00000092295	protein_coding	TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]
ENSG00000078589	0	0	0	1	0	0	ENSG00000078589	protein_coding	P2RY10	P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]
ENSG00000092421	0	0	0	1	0	1	ENSG00000092421	protein_coding	SEMA6A	semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]
ENSG00000197892	0	0	0	1	0	0	ENSG00000197892	protein_coding	KIF13B	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]
ENSG00000104325	0	0	0	1	0	0	ENSG00000104325	protein_coding	DECR1	2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]
ENSG00000116147	0	0	0	1	0	0	ENSG00000116147	protein_coding	TNR	tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]
ENSG00000180182	0	0	0	1	0	0	ENSG00000180182	protein_coding	MED14	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]
ENSG00000179222	0	0	0	1	0	0	ENSG00000179222	protein_coding	MAGED1	MAGE family member D1 [Source:HGNC Symbol;Acc:HGNC:6813]
ENSG00000110887	0	0	0	1	0	0	ENSG00000110887	protein_coding	DAO	D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]
ENSG00000160209	0	0	0	1	0	0	ENSG00000160209	protein_coding	PDXK	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]
ENSG00000129562	0	0	0	1	0	0	ENSG00000129562	protein_coding	DAD1	defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]
ENSG00000124575	0	0	0	1	0	1	ENSG00000124575	protein_coding	H1-3	H1.3 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4717]
ENSG00000188243	0	0	0	1	0	0	ENSG00000188243	protein_coding	COMMD6	COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]
ENSG00000204610	0	0	0	1	0	0	ENSG00000204610	protein_coding	TRIM15	tripartite motif containing 15 [Source:HGNC Symbol;Acc:HGNC:16284]
ENSG00000152061	0	0	0	1	0	0	ENSG00000152061	protein_coding	RABGAP1L	RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]
ENSG00000081721	0	0	0	1	0	0	ENSG00000081721	protein_coding	DUSP12	dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]
ENSG00000111450	0	0	0	1	0	0	ENSG00000111450	protein_coding	STX2	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]
ENSG00000073910	0	0	0	1	0	0	ENSG00000073910	protein_coding	FRY	FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
ENSG00000184481	0	0	0	1	0	0	ENSG00000184481	protein_coding	FOXO4	forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]
ENSG00000155465	0	0	0	1	0	0	ENSG00000155465	protein_coding	SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]
ENSG00000100889	0	0	0	1	0	0	ENSG00000100889	protein_coding	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]
ENSG00000156011	0	0	0	1	0	0	ENSG00000156011	protein_coding	PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]
ENSG00000203737	0	0	0	1	0	0	ENSG00000203737	protein_coding	GPR52	G protein-coupled receptor 52 [Source:HGNC Symbol;Acc:HGNC:4508]
ENSG00000144648	0	0	0	1	0	0	ENSG00000144648	protein_coding	ACKR2	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]
ENSG00000166589	0	0	0	1	0	0	ENSG00000166589	protein_coding	CDH16	cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755]
ENSG00000111816	0	0	0	1	0	0	ENSG00000111816	protein_coding	FRK	fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]
ENSG00000174600	0	0	0	1	0	1	ENSG00000174600	protein_coding	CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]
ENSG00000196730	0	0	0	1	0	0	ENSG00000196730	protein_coding	DAPK1	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]
ENSG00000187630	0	0	0	1	0	0	ENSG00000187630	protein_coding	DHRS4L2	dehydrogenase/reductase 4 like 2 [Source:HGNC Symbol;Acc:HGNC:19731]
ENSG00000157326	0	0	0	1	0	0	ENSG00000157326	protein_coding	DHRS4	dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]
ENSG00000181191	0	0	0	1	0	0	ENSG00000181191	protein_coding	PJA1	praja ring finger ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:16648]
ENSG00000102109	0	0	0	1	0	0	ENSG00000102109	protein_coding	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]
ENSG00000164776	0	0	0	1	0	0	ENSG00000164776	protein_coding	PHKG1	phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]
ENSG00000161664	0	0	0	1	0	0	ENSG00000161664	protein_coding	ASB16	ankyrin repeat and SOCS box containing 16 [Source:HGNC Symbol;Acc:HGNC:19768]
ENSG00000141404	0	0	0	1	0	0	ENSG00000141404	protein_coding	GNAL	G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
ENSG00000129103	0	0	0	1	0	0	ENSG00000129103	protein_coding	SUMF2	sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]
ENSG00000151657	0	0	0	1	0	0	ENSG00000151657	protein_coding	KIN	Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]
ENSG00000002746	0	0	0	1	0	0	ENSG00000002746	protein_coding	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]
ENSG00000196155	0	0	0	1	0	0	ENSG00000196155	protein_coding	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
ENSG00000183255	0	0	0	1	0	0	ENSG00000183255	protein_coding	PTTG1IP	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENSG00000110906	0	0	0	1	0	0	ENSG00000110906	protein_coding	KCTD10	potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]
ENSG00000172215	0	0	0	1	0	1	ENSG00000172215	protein_coding	CXCR6	C-X-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:16647]
ENSG00000154864	0	0	0	1	1	0	ENSG00000154864	protein_coding	PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]
ENSG00000198855	0	0	0	1	0	0	ENSG00000198855	protein_coding	FICD	FIC domain protein adenylyltransferase [Source:HGNC Symbol;Acc:HGNC:18416]
ENSG00000169902	0	0	0	1	1	0	ENSG00000169902	protein_coding	TPST1	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]
ENSG00000108784	0	0	0	1	0	1	ENSG00000108784	protein_coding	NAGLU	N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]
ENSG00000169905	0	0	0	1	0	1	ENSG00000169905	protein_coding	TOR1AIP2	torsin 1A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]
ENSG00000148450	0	0	0	1	0	1	ENSG00000148450	protein_coding	MSRB2	methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]
ENSG00000136160	0	0	0	1	1	1	ENSG00000136160	protein_coding	EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]
ENSG00000157379	0	0	0	1	0	0	ENSG00000157379	protein_coding	DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]
ENSG00000174527	0	0	0	1	0	0	ENSG00000174527	protein_coding	MYO1H	myosin IH [Source:HGNC Symbol;Acc:HGNC:13879]
ENSG00000076321	0	0	0	1	0	0	ENSG00000076321	protein_coding	KLHL20	kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]
ENSG00000102241	0	0	0	1	0	0	ENSG00000102241	protein_coding	HTATSF1	HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276]
ENSG00000143224	0	0	0	1	0	0	ENSG00000143224	protein_coding	PPOX	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
ENSG00000118777	0	0	0	1	0	0	ENSG00000118777	protein_coding	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]
ENSG00000168754	0	0	0	1	0	1	ENSG00000168754	protein_coding	FAM178B	family with sequence similarity 178 member B [Source:HGNC Symbol;Acc:HGNC:28036]
ENSG00000178802	0	0	0	1	0	0	ENSG00000178802	protein_coding	MPI	mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]
ENSG00000196338	0	0	0	1	1	0	ENSG00000196338	protein_coding	NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]
ENSG00000106009	0	0	0	1	0	0	ENSG00000106009	protein_coding	BRAT1	BRCA1 associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]
ENSG00000158859	0	0	0	1	0	0	ENSG00000158859	protein_coding	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]
ENSG00000132915	0	0	0	1	0	0	ENSG00000132915	protein_coding	PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]
ENSG00000158850	0	0	0	1	0	0	ENSG00000158850	protein_coding	B4GALT3	beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]
ENSG00000182628	0	0	0	1	0	0	ENSG00000182628	protein_coding	SKA2	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]
ENSG00000102781	0	0	0	1	0	1	ENSG00000102781	protein_coding	KATNAL1	katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
ENSG00000146729	0	0	0	1	0	0	ENSG00000146729	protein_coding	NIPSNAP2	nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]
ENSG00000106012	0	0	0	1	0	0	ENSG00000106012	protein_coding	IQCE	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]
ENSG00000198832	0	0	0	1	0	0	ENSG00000198832	protein_coding	SELENOM	selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397]
ENSG00000158352	0	0	0	1	0	0	ENSG00000158352	protein_coding	SHROOM4	shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]
ENSG00000163823	0	0	0	1	1	0	ENSG00000163823	protein_coding	CCR1	C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]
ENSG00000116191	0	0	0	1	0	0	ENSG00000116191	protein_coding	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
ENSG00000121101	0	0	0	1	0	0	ENSG00000121101	protein_coding	TEX14	testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]
ENSG00000239789	0	0	0	1	0	0	ENSG00000239789	protein_coding	MRPS17	mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]
ENSG00000180730	0	0	0	1	0	0	ENSG00000180730	protein_coding	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
ENSG00000156920	0	0	0	1	0	0	ENSG00000156920	protein_coding	ADGRG4	adhesion G protein-coupled receptor G4 [Source:HGNC Symbol;Acc:HGNC:18992]
ENSG00000146535	0	0	0	1	0	1	ENSG00000146535	protein_coding	GNA12	G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]
ENSG00000160233	0	0	0	1	0	0	ENSG00000160233	protein_coding	LRRC3	leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
ENSG00000170482	0	0	0	1	0	0	ENSG00000170482	protein_coding	SLC23A1	solute carrier family 23 member 1 [Source:HGNC Symbol;Acc:HGNC:10974]
ENSG00000080561	0	0	0	1	0	0	ENSG00000080561	protein_coding	MID2	midline 2 [Source:HGNC Symbol;Acc:HGNC:7096]
ENSG00000171786	0	0	0	1	0	0	ENSG00000171786	protein_coding	NHLH1	nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]
ENSG00000157782	0	0	0	1	0	0	ENSG00000157782	protein_coding	CABP1	calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]
ENSG00000155026	0	0	0	1	0	0	ENSG00000155026	protein_coding	RSPH10B	radial spoke head 10 homolog B [Source:HGNC Symbol;Acc:HGNC:27362]
ENSG00000169402	0	0	0	1	0	0	ENSG00000169402	protein_coding	RSPH10B2	radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]
ENSG00000064607	0	0	0	1	0	0	ENSG00000064607	protein_coding	SUGP2	SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]
ENSG00000102524	0	0	0	1	1	0	ENSG00000102524	protein_coding	TNFSF13B	TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]
ENSG00000141644	0	0	0	1	0	0	ENSG00000141644	protein_coding	MBD1	methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]
ENSG00000101489	0	0	0	1	0	0	ENSG00000101489	protein_coding	CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]
ENSG00000147010	0	0	0	1	1	0	ENSG00000147010	protein_coding	SH3KBP1	SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]
ENSG00000140968	0	0	0	1	0	0	ENSG00000140968	protein_coding	IRF8	interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]
ENSG00000129675	0	0	0	1	0	1	ENSG00000129675	protein_coding	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]
ENSG00000197409	0	0	0	1	0	0	ENSG00000197409	protein_coding	H3C4	H3 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4767]
ENSG00000143226	0	0	0	1	0	0	ENSG00000143226	protein_coding	FCGR2A	Fc gamma receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616]
ENSG00000072694	0	0	0	1	0	0	ENSG00000072694	protein_coding	FCGR2B	Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]
ENSG00000244682	0	0	0	1	0	0	ENSG00000244682	protein_coding	FCGR2C	Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626]
ENSG00000150977	0	0	0	1	0	0	ENSG00000150977	protein_coding	RILPL2	Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]
ENSG00000278828	0	0	0	1	0	0	ENSG00000278828	protein_coding	H3C10	H3 clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4775]
ENSG00000034971	0	0	0	1	0	0	ENSG00000034971	protein_coding	MYOC	myocilin [Source:HGNC Symbol;Acc:HGNC:7610]
ENSG00000204928	0	0	0	1	0	0	ENSG00000204928	protein_coding	GRXCR2	glutaredoxin and cysteine rich domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33862]
ENSG00000213654	0	0	0	1	0	0	ENSG00000213654	protein_coding	GPSM3	G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]
ENSG00000273542	0	0	0	1	0	0	ENSG00000273542	protein_coding	H4C12	H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]
ENSG00000269313	0	0	0	1	0	0	ENSG00000269313	protein_coding	MAGIX	MAGI family member, X-linked [Source:HGNC Symbol;Acc:HGNC:30006]
ENSG00000143952	0	0	0	1	0	0	ENSG00000143952	protein_coding	VPS54	VPS54 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:18652]
ENSG00000204410	0	0	0	1	0	0	ENSG00000204410	protein_coding	MSH5	mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
ENSG00000175787	0	0	0	1	0	0	ENSG00000175787	protein_coding	ZNF169	zinc finger protein 169 [Source:HGNC Symbol;Acc:HGNC:12957]
ENSG00000135845	0	0	0	1	0	0	ENSG00000135845	protein_coding	PIGC	phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]
ENSG00000204444	0	0	0	1	0	1	ENSG00000204444	protein_coding	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]
ENSG00000169764	0	0	0	1	0	1	ENSG00000169764	protein_coding	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]
ENSG00000134962	0	0	0	1	0	1	ENSG00000134962	protein_coding	KLB	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]
ENSG00000163191	0	0	0	1	0	0	ENSG00000163191	protein_coding	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]
ENSG00000182782	0	0	0	1	0	1	ENSG00000182782	protein_coding	HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]
ENSG00000255398	0	0	0	1	0	1	ENSG00000255398	protein_coding	HCAR3	hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]
ENSG00000134769	0	0	0	1	0	0	ENSG00000134769	protein_coding	DTNA	dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]
ENSG00000101751	0	0	0	1	0	0	ENSG00000101751	protein_coding	POLI	DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]
ENSG00000181826	0	0	0	1	0	0	ENSG00000181826	protein_coding	RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
ENSG00000180957	0	0	0	1	0	0	ENSG00000180957	protein_coding	PITPNB	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]
ENSG00000108187	0	0	0	1	0	0	ENSG00000108187	protein_coding	PBLD	phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301]
ENSG00000100918	0	0	0	1	0	0	ENSG00000100918	protein_coding	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]
ENSG00000166562	0	0	0	1	0	0	ENSG00000166562	protein_coding	SEC11C	SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]
ENSG00000204305	0	0	0	1	0	0	ENSG00000204305	protein_coding	AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]
ENSG00000197959	0	0	0	1	0	0	ENSG00000197959	protein_coding	DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
ENSG00000165476	0	0	0	1	0	0	ENSG00000165476	protein_coding	REEP3	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]
ENSG00000007944	0	0	0	1	0	0	ENSG00000007944	protein_coding	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
ENSG00000033867	0	0	0	1	0	0	ENSG00000033867	protein_coding	SLC4A7	solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]
ENSG00000157110	0	0	0	1	0	0	ENSG00000157110	protein_coding	RBPMS	RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]
ENSG00000076513	0	0	0	1	0	0	ENSG00000076513	protein_coding	ANKRD13A	ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
ENSG00000139908	0	0	0	1	0	0	ENSG00000139908	protein_coding	TSSK4	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]
ENSG00000188981	0	0	0	1	0	0	ENSG00000188981	protein_coding	MSANTD1	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]
ENSG00000120907	0	0	0	1	0	0	ENSG00000120907	protein_coding	ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]
ENSG00000115604	0	0	0	1	0	0	ENSG00000115604	protein_coding	IL18R1	interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]
ENSG00000154654	0	0	0	1	0	0	ENSG00000154654	protein_coding	NCAM2	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENSG00000140853	0	0	0	1	0	0	ENSG00000140853	protein_coding	NLRC5	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
ENSG00000104957	0	0	0	1	0	0	ENSG00000104957	protein_coding	YJU2B	YJU2 splicing factor homolog B [Source:HGNC Symbol;Acc:HGNC:28118]
ENSG00000196345	0	0	0	1	0	0	ENSG00000196345	protein_coding	ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]
ENSG00000077327	0	0	0	1	0	0	ENSG00000077327	protein_coding	SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]
ENSG00000173083	0	0	0	1	0	0	ENSG00000173083	protein_coding	HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]
ENSG00000143207	0	0	0	1	0	0	ENSG00000143207	protein_coding	COP1	COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]
ENSG00000150457	0	0	0	1	0	1	ENSG00000150457	protein_coding	LATS2	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]
ENSG00000114904	0	0	0	1	0	0	ENSG00000114904	protein_coding	NEK4	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
ENSG00000163738	0	0	0	1	0	0	ENSG00000163738	protein_coding	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
ENSG00000196498	0	0	0	1	0	0	ENSG00000196498	protein_coding	NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
