gene	rTS_Plac1	e13.5_KO	e18.5_KO	gene	external_gene_name	gene_biotype	description
ENSRNOG00000002864	0	1	0	ENSRNOG00000002864	Nacc1	protein_coding	nucleus accumbens associated 1 [Source:RGD Symbol;Acc:621003]
ENSRNOG00000006143	0	1	0	ENSRNOG00000006143	Ngly1	protein_coding	N-glycanase 1 [Source:RGD Symbol;Acc:1308518]
ENSRNOG00000008706	0	1	0	ENSRNOG00000008706	Tbx3	protein_coding	T-box transcription factor 3 [Source:RGD Symbol;Acc:735203]
ENSRNOG00000010736	0	1	1	ENSRNOG00000010736	Pbx4	protein_coding	PBX homeobox 4 [Source:RGD Symbol;Acc:1305100]
ENSRNOG00000010744	0	1	0	ENSRNOG00000010744	Nrp1	protein_coding	neuropilin 1 [Source:RGD Symbol;Acc:621588]
ENSRNOG00000011424	0	1	1	ENSRNOG00000011424	Cldn23	protein_coding	claudin 23 [Source:RGD Symbol;Acc:1309001]
ENSRNOG00000011826	0	1	0	ENSRNOG00000011826	Lzts1	protein_coding	leucine zipper tumor suppressor 1 [Source:RGD Symbol;Acc:708565]
ENSRNOG00000011901	0	1	0	ENSRNOG00000011901	Rrad	protein_coding	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:RGD Symbol;Acc:69357]
ENSRNOG00000012027	0	1	1	ENSRNOG00000012027	Bco1	protein_coding	beta-carotene oxygenase 1 [Source:RGD Symbol;Acc:70981]
ENSRNOG00000012160	0	1	1	ENSRNOG00000012160	Syk	protein_coding	spleen associated tyrosine kinase [Source:RGD Symbol;Acc:3796]
ENSRNOG00000012218	0	1	0	ENSRNOG00000012218	Poteg	protein_coding	POTE ankyrin domain family, member G [Source:RGD Symbol;Acc:1359470]
ENSRNOG00000012658	0	1	1	ENSRNOG00000012658	Pdlim3	protein_coding	PDZ and LIM domain 3 [Source:RGD Symbol;Acc:620427]
ENSRNOG00000012795	0	1	0	ENSRNOG00000012795	Cables1	protein_coding	Cdk5 and Abl enzyme substrate 1 [Source:RGD Symbol;Acc:1305516]
ENSRNOG00000013391	0	1	1	ENSRNOG00000013391	Sorbs2	protein_coding	sorbin and SH3 domain containing 2 [Source:RGD Symbol;Acc:620061]
ENSRNOG00000013541	0	1	1	ENSRNOG00000013541	Sh2d4a	protein_coding	SH2 domain containing 4A [Source:RGD Symbol;Acc:1307991]
ENSRNOG00000013674	0	1	0	ENSRNOG00000013674	Megf10	protein_coding	multiple EGF-like domains 10 [Source:RGD Symbol;Acc:735084]
ENSRNOG00000014104	0	1	0	ENSRNOG00000014104	Myo5b	protein_coding	myosin Vb [Source:RGD Symbol;Acc:621347]
ENSRNOG00000014361	0	1	1	ENSRNOG00000014361	Edn1	protein_coding	endothelin 1 [Source:RGD Symbol;Acc:2532]
ENSRNOG00000014524	0	1	0	ENSRNOG00000014524	S1pr3	protein_coding	sphingosine-1-phosphate receptor 3 [Source:RGD Symbol;Acc:1583843]
ENSRNOG00000015035	0	1	0	ENSRNOG00000015035	Myo7b	protein_coding	myosin VIIb [Source:RGD Symbol;Acc:1561153]
ENSRNOG00000015084	0	1	0	ENSRNOG00000015084	Necab2	protein_coding	N-terminal EF-hand calcium binding protein 2 [Source:RGD Symbol;Acc:621844]
ENSRNOG00000015401	0	1	0	ENSRNOG00000015401	Mapk4	protein_coding	mitogen-activated protein kinase 4 [Source:RGD Symbol;Acc:3047]
ENSRNOG00000015418	0	1	0	ENSRNOG00000015418	Klhl14	protein_coding	kelch-like family member 14 [Source:RGD Symbol;Acc:1566178]
ENSRNOG00000015618	0	1	1	ENSRNOG00000015618	Wnt5a	protein_coding	Wnt family member 5A [Source:RGD Symbol;Acc:69250]
ENSRNOG00000015679	0	1	1	ENSRNOG00000015679	Dok4	protein_coding	docking protein 4 [Source:RGD Symbol;Acc:1310084]
ENSRNOG00000016281	0	1	0	ENSRNOG00000016281	Col4a1	protein_coding	collagen type IV alpha 1 chain [Source:RGD Symbol;Acc:1307148]
ENSRNOG00000016890	0	1	0	ENSRNOG00000016890	Tppp3	protein_coding	tubulin polymerization-promoting protein family member 3 [Source:RGD Symbol;Acc:1305061]
ENSRNOG00000017159	0	1	0	ENSRNOG00000017159	Dsc3	protein_coding	desmocollin 3 [Source:RGD Symbol;Acc:1311782]
ENSRNOG00000017210	0	1	0	ENSRNOG00000017210	Slc22a23	protein_coding	solute carrier family 22, member 23 [Source:RGD Symbol;Acc:620302]
ENSRNOG00000017511	0	1	0	ENSRNOG00000017511	Dcdc2	protein_coding	doublecortin domain containing 2 [Source:RGD Symbol;Acc:1310227]
ENSRNOG00000017672	0	1	0	ENSRNOG00000017672	Akr1c14	protein_coding	aldo-keto reductase family 1, member C14 [Source:RGD Symbol;Acc:708361]
ENSRNOG00000017676	0	1	0	ENSRNOG00000017676	Plvap	protein_coding	plasmalemma vesicle associated protein [Source:RGD Symbol;Acc:619971]
ENSRNOG00000017803	0	1	0	ENSRNOG00000017803	Apbb1ip	protein_coding	amyloid beta precursor protein binding family B member 1 interacting protein [Source:RGD Symbol;Acc:1304795]
ENSRNOG00000017888	0	1	0	ENSRNOG00000017888	Ctsr	protein_coding	cathepsin R [Source:RGD Symbol;Acc:631422]
ENSRNOG00000017933	0	1	0	ENSRNOG00000017933	Ccdc3	protein_coding	coiled-coil domain containing 3 [Source:RGD Symbol;Acc:1559473]
ENSRNOG00000018254	0	1	0	ENSRNOG00000018254	Sncaip	protein_coding	synuclein, alpha interacting protein [Source:RGD Symbol;Acc:1309283]
ENSRNOG00000018355	0	1	0	ENSRNOG00000018355	Msx2	protein_coding	msh homeobox 2 [Source:RGD Symbol;Acc:3116]
ENSRNOG00000018414	0	1	1	ENSRNOG00000018414	Csf1r	protein_coding	colony stimulating factor 1 receptor [Source:RGD Symbol;Acc:2425]
ENSRNOG00000018706	0	1	1	ENSRNOG00000018706	Il15ra	protein_coding	interleukin 15 receptor subunit alpha [Source:RGD Symbol;Acc:1305149]
ENSRNOG00000018712	0	1	0	ENSRNOG00000018712	Camk2a	protein_coding	calcium/calmodulin-dependent protein kinase II alpha [Source:RGD Symbol;Acc:2261]
ENSRNOG00000018851	0	1	0	ENSRNOG00000018851	Ppp2r2b	protein_coding	protein phosphatase 2, regulatory subunit B, beta [Source:RGD Symbol;Acc:631441]
ENSRNOG00000018943	0	1	1	ENSRNOG00000018943	Tnnc1	protein_coding	troponin C1, slow skeletal and cardiac type [Source:RGD Symbol;Acc:1309921]
ENSRNOG00000018952	0	1	0	ENSRNOG00000018952	Sema3g	protein_coding	semaphorin 3G [Source:RGD Symbol;Acc:1306079]
ENSRNOG00000019305	0	1	0	ENSRNOG00000019305	Sh3tc2	protein_coding	SH3 domain and tetratricopeptide repeats 2 [Source:RGD Symbol;Acc:1309038]
ENSRNOG00000019542	0	1	1	ENSRNOG00000019542	MGC108823	protein_coding	similar to interferon-inducible GTPase [Source:RGD Symbol;Acc:1359421]
ENSRNOG00000019718	0	1	1	ENSRNOG00000019718	Galnt15	protein_coding	polypeptide N-acetylgalactosaminyltransferase 15 [Source:RGD Symbol;Acc:2322081]
ENSRNOG00000020030	0	1	0	ENSRNOG00000020030	Crlf1	protein_coding	cytokine receptor-like factor 1 [Source:RGD Symbol;Acc:1311371]
ENSRNOG00000020078	0	1	0	ENSRNOG00000020078	Vstm4	protein_coding	V-set and transmembrane domain containing 4 [Source:RGD Symbol;Acc:1310423]
ENSRNOG00000020087	0	1	0	ENSRNOG00000020087	Zfp90	protein_coding	zinc finger protein 90 [Source:RGD Symbol;Acc:1563077]
ENSRNOG00000020151	0	1	0	ENSRNOG00000020151	Cdh1	protein_coding	cadherin 1 [Source:RGD Symbol;Acc:69279]
ENSRNOG00000020468	0	1	0	ENSRNOG00000020468	Stard4	protein_coding	StAR-related lipid transfer domain containing 4 [Source:RGD Symbol;Acc:1309475]
ENSRNOG00000022686	0	1	0	ENSRNOG00000022686	Zdhhc2	protein_coding	zinc finger DHHC-type palmitoyltransferase 2 [Source:RGD Symbol;Acc:628681]
ENSRNOG00000022712	0	1	0	ENSRNOG00000022712	Bend7	protein_coding	BEN domain containing 7 [Source:RGD Symbol;Acc:1305898]
ENSRNOG00000023661	0	1	1	ENSRNOG00000023661	Celf2	protein_coding	CUGBP, Elav-like family member 2 [Source:RGD Symbol;Acc:68347]
ENSRNOG00000024435	0	1	1	ENSRNOG00000024435	Galnt17	protein_coding	polypeptide N-acetylgalactosaminyltransferase 17 [Source:RGD Symbol;Acc:1563452]
ENSRNOG00000025408	0	1	0	ENSRNOG00000025408	Dux4	protein_coding	double homeobox 4 [Source:RGD Symbol;Acc:1311053]
ENSRNOG00000025502	0	1	1	ENSRNOG00000025502	Arhgef37	protein_coding	Rho guanine nucleotide exchange factor 37 [Source:RGD Symbol;Acc:1560471]
ENSRNOG00000026050	0	1	0	ENSRNOG00000026050	Epb41l4a	protein_coding	erythrocyte membrane protein band 4.1 like 4A [Source:RGD Symbol;Acc:1306034]
ENSRNOG00000027014	0	1	0	ENSRNOG00000027014	Spata31d1	protein_coding	SPATA31 subfamily D member 1 [Source:RGD Symbol;Acc:1565972]
ENSRNOG00000027230	0	1	0	ENSRNOG00000027230	Fhod3	protein_coding	formin homology 2 domain containing 3 [Source:RGD Symbol;Acc:2322319]
ENSRNOG00000027245	0	1	0	ENSRNOG00000027245	Tdrp	protein_coding	testis development related protein [Source:RGD Symbol;Acc:1559733]
ENSRNOG00000027859	0	1	0	ENSRNOG00000027859	Tmem26	protein_coding	transmembrane protein 26 [Source:RGD Symbol;Acc:1309273]
ENSRNOG00000027954	0	1	0	ENSRNOG00000027954	Cdh15	protein_coding	cadherin 15 [Source:RGD Symbol;Acc:1303000]
ENSRNOG00000028299	0	1	0	ENSRNOG00000028299	Triml2	protein_coding	tripartite motif family-like 2 [Source:RGD Symbol;Acc:1565382]
ENSRNOG00000028344	0	1	1	ENSRNOG00000028344	Mmp11	protein_coding	matrix metallopeptidase 11 [Source:RGD Symbol;Acc:3099]
ENSRNOG00000028649	0	1	0	ENSRNOG00000028649	Tox3	protein_coding	TOX high mobility group box family member 3 [Source:RGD Symbol;Acc:1311529]
ENSRNOG00000029386	0	1	0	ENSRNOG00000029386	RT1-N2	protein_coding	RT1 class Ib, locus N2 [Source:RGD Symbol;Acc:1595850]
ENSRNOG00000029598	0	1	1	ENSRNOG00000029598	Robo2	protein_coding	roundabout guidance receptor 2 [Source:RGD Symbol;Acc:620167]
ENSRNOG00000029614	0	1	1	ENSRNOG00000029614	Robo1	protein_coding	roundabout guidance receptor 1 [Source:RGD Symbol;Acc:61941]
ENSRNOG00000032297	0	1	0	ENSRNOG00000032297	Msmo1	protein_coding	methylsterol monooxygenase 1 [Source:RGD Symbol;Acc:620281]
ENSRNOG00000033261	0	1	0	ENSRNOG00000033261	Fam107a	protein_coding	family with sequence similarity 107, member A [Source:RGD Symbol;Acc:1306327]
ENSRNOG00000037600	0	1	0	ENSRNOG00000037600	Sim1	protein_coding	SIM bHLH transcription factor 1 [Source:RGD Symbol;Acc:1309949]
ENSRNOG00000038473	0	1	0	ENSRNOG00000038473	Got1l1	protein_coding	glutamic-oxaloacetic transaminase 1-like 1 [Source:RGD Symbol;Acc:1307172]
ENSRNOG00000039593	0	1	0	ENSRNOG00000039593	Ecscr	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:RGD Symbol;Acc:1594804]
ENSRNOG00000039990	0	1	0	ENSRNOG00000039990	MGC114246	protein_coding	similar to cathepsin R [Source:RGD Symbol;Acc:1562210]
ENSRNOG00000040205	0	1	1	ENSRNOG00000040205	Zcchc24	protein_coding	zinc finger CCHC-type containing 24 [Source:RGD Symbol;Acc:1306164]
ENSRNOG00000042426	0	1	1	ENSRNOG00000042426	Cyp4v3	protein_coding	cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:RGD Symbol;Acc:708530]
ENSRNOG00000042580	0	1	0	ENSRNOG00000042580	Zfp963	protein_coding	zinc finger protein 963 [Source:MGI Symbol;Acc:MGI:4867078]
ENSRNOG00000043219	0	1	0	ENSRNOG00000043219	Fbn2	protein_coding	fibrillin 2 [Source:RGD Symbol;Acc:620910]
ENSRNOG00000045952	0	1	0	ENSRNOG00000045952	Ephb4	protein_coding	EPH receptor B4 [Source:RGD Symbol;Acc:1583193]
ENSRNOG00000046204	0	1	1	ENSRNOG00000046204	Tspan15	protein_coding	tetraspanin 15 [Source:RGD Symbol;Acc:1588304]
ENSRNOG00000046476	0	1	0	ENSRNOG00000046476	Ctsj	protein_coding	cathepsin J [Source:RGD Symbol;Acc:69241]
ENSRNOG00000047697	0	1	1	ENSRNOG00000047697	Ggt1	protein_coding	gamma-glutamyltransferase 1 [Source:RGD Symbol;Acc:2683]
ENSRNOG00000049063	0	1	0	ENSRNOG00000049063	AABR07044759.1	protein_coding	solute carrier family 16, member 9 [Source:RGD Symbol;Acc:1596295]
ENSRNOG00000049491	0	1	0	ENSRNOG00000049491	RT1-DMb	protein_coding	RT1 class II, locus DMb [Source:RGD Symbol;Acc:735096]
ENSRNOG00000049614	0	1	0	ENSRNOG00000049614	AABR07028488.1	protein_coding	inter-alpha-trypsin inhibitor heavy chain 5 [Source:RGD Symbol;Acc:1591485]
ENSRNOG00000049629	0	1	1	ENSRNOG00000049629	Reep2	protein_coding	receptor accessory protein 2 [Source:RGD Symbol;Acc:1586980]
ENSRNOG00000050071	0	1	0	ENSRNOG00000050071	Cdc45	protein_coding	cell division cycle 45 [Source:RGD Symbol;Acc:1590928]
ENSRNOG00000050152	0	1	0	ENSRNOG00000050152	Chsy3	protein_coding	chondroitin sulfate synthase 3 [Source:RGD Symbol;Acc:1560819]
ENSRNOG00000050425	0	1	0	ENSRNOG00000050425	RGD1561777	protein_coding	similar to Na+ dependent glucose transporter 1 [Source:RGD Symbol;Acc:1561777]
ENSRNOG00000051977	0	1	1	ENSRNOG00000051977	Mmrn2	protein_coding	multimerin 2 [Source:RGD Symbol;Acc:1311461]
ENSRNOG00000055751	0	1	0	ENSRNOG00000055751	P3h2	protein_coding	prolyl 3-hydroxylase 2 [Source:RGD Symbol;Acc:1304568]
ENSRNOG00000056519	0	1	0	ENSRNOG00000056519		protein_coding	Ctsq protein-like [Source:RGD Symbol;Acc:2320837]
ENSRNOG00000057153	0	1	1	ENSRNOG00000057153	Pla1a	protein_coding	phospholipase A1 member A [Source:RGD Symbol;Acc:621261]
ENSRNOG00000058006	0	1	0	ENSRNOG00000058006	Sncg	protein_coding	synuclein, gamma [Source:RGD Symbol;Acc:70996]
ENSRNOG00000059705	0	1	0	ENSRNOG00000059705	Elmo1	protein_coding	engulfment and cell motility 1 [Source:RGD Symbol;Acc:1308182]
ENSRNOG00000059770	0	1	1	ENSRNOG00000059770	AABR07044383.1	protein_coding	
ENSRNOG00000060448	0	1	1	ENSRNOG00000060448	Hand2	protein_coding	heart and neural crest derivatives expressed 2 [Source:RGD Symbol;Acc:621207]
ENSRNOG00000062986	0	1	1	ENSRNOG00000062986	Ccbe1	protein_coding	collagen and calcium binding EGF domains 1 [Source:RGD Symbol;Acc:1307670]
ENSRNOG00000065730	0	1	1	ENSRNOG00000065730	Ctsm	protein_coding	cathepsin M [Source:RGD Symbol;Acc:631420]
ENSRNOG00000067437	0	1	1	ENSRNOG00000067437		protein_coding	similar to small nuclear ribonucleoparticle-associated protein [Source:RGD Symbol;Acc:1586418]
ENSRNOG00000068554	0	1	0	ENSRNOG00000068554		protein_coding	similar to stefin A2 [Source:RGD Symbol;Acc:1594822]
ENSRNOG00000069712	0	1	1	ENSRNOG00000069712	RGD1564827	protein_coding	similar to cathepsin M [Source:RGD Symbol;Acc:1564827]
ENSRNOG00000071009	0	1	0	ENSRNOG00000071009	Kif19b	protein_coding	similar to Kif19A CG9913-PB, isoform B [Source:RGD Symbol;Acc:1598146]
ENSRNOG00000000097	0	0	1	ENSRNOG00000000097		protein_coding	
ENSRNOG00000008748	0	0	1	ENSRNOG00000008748	Pex2	protein_coding	peroxisomal biogenesis factor 2 [Source:RGD Symbol;Acc:61814]
ENSRNOG00000009168	0	0	1	ENSRNOG00000009168	Sprr2d	protein_coding	small proline-rich protein 2D [Source:RGD Symbol;Acc:7559659]
ENSRNOG00000009433	0	0	1	ENSRNOG00000009433	Mcub	protein_coding	mitochondrial calcium uniporter dominant negative subunit beta [Source:RGD Symbol;Acc:1305326]
ENSRNOG00000009482	0	0	1	ENSRNOG00000009482	Emx2	protein_coding	empty spiracles homeobox 2 [Source:RGD Symbol;Acc:1564797]
ENSRNOG00000009571	0	0	1	ENSRNOG00000009571	Wipf3	protein_coding	WAS/WASL interacting protein family, member 3 [Source:RGD Symbol;Acc:708559]
ENSRNOG00000009968	0	0	1	ENSRNOG00000009968	Ercc8	protein_coding	ERCC excision repair 8, CSA ubiquitin ligase complex subunit [Source:RGD Symbol;Acc:1311570]
ENSRNOG00000010224	0	0	1	ENSRNOG00000010224	Rab30	protein_coding	RAB30, member RAS oncogene family [Source:RGD Symbol;Acc:1309507]
ENSRNOG00000010461	0	0	1	ENSRNOG00000010461	Gpx8	protein_coding	glutathione peroxidase 8 [Source:RGD Symbol;Acc:1307506]
ENSRNOG00000010589	0	0	1	ENSRNOG00000010589	Zfp622	protein_coding	zinc finger protein 622 [Source:RGD Symbol;Acc:1309146]
ENSRNOG00000010866	0	0	1	ENSRNOG00000010866	Tmem154	protein_coding	transmembrane protein 154 [Source:RGD Symbol;Acc:1563262]
ENSRNOG00000011015	0	0	1	ENSRNOG00000011015	Hivep2	protein_coding	HIVEP zinc finger 2 [Source:RGD Symbol;Acc:61988]
ENSRNOG00000011057	0	0	1	ENSRNOG00000011057	Mfn1	protein_coding	mitofusin 1 [Source:RGD Symbol;Acc:621460]
ENSRNOG00000011068	0	0	1	ENSRNOG00000011068	Papss2	protein_coding	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:RGD Symbol;Acc:1307012]
ENSRNOG00000011076	0	0	1	ENSRNOG00000011076	Ank2	protein_coding	ankyrin 2 [Source:RGD Symbol;Acc:620156]
ENSRNOG00000011146	0	0	1	ENSRNOG00000011146	Gyg1	protein_coding	glycogenin 1 [Source:RGD Symbol;Acc:621785]
ENSRNOG00000011260	0	0	1	ENSRNOG00000011260	Cmbl	protein_coding	carboxymethylenebutenolidase homolog [Source:RGD Symbol;Acc:1306952]
ENSRNOG00000011360	0	0	1	ENSRNOG00000011360	Dkk2	protein_coding	dickkopf WNT signaling pathway inhibitor 2 [Source:RGD Symbol;Acc:1308639]
ENSRNOG00000011451	0	0	1	ENSRNOG00000011451	Lrp3	protein_coding	LDL receptor related protein 3 [Source:RGD Symbol;Acc:619729]
ENSRNOG00000011476	0	0	1	ENSRNOG00000011476	Nars2	protein_coding	asparaginyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1305145]
ENSRNOG00000011559	0	0	1	ENSRNOG00000011559	Cnn3	protein_coding	calponin 3 [Source:RGD Symbol;Acc:71044]
ENSRNOG00000011561	0	0	1	ENSRNOG00000011561	Nln	protein_coding	neurolysin [Source:RGD Symbol;Acc:621518]
ENSRNOG00000011589	0	0	1	ENSRNOG00000011589	Camk2d	protein_coding	calcium/calmodulin-dependent protein kinase II delta [Source:RGD Symbol;Acc:2263]
ENSRNOG00000011612	0	0	1	ENSRNOG00000011612	Tdo2	protein_coding	tryptophan 2,3-dioxygenase [Source:RGD Symbol;Acc:68370]
ENSRNOG00000011622	0	0	1	ENSRNOG00000011622	Echdc1	protein_coding	ethylmalonyl-CoA decarboxylase 1 [Source:RGD Symbol;Acc:1359654]
ENSRNOG00000011647	0	0	1	ENSRNOG00000011647	S100a6	protein_coding	S100 calcium binding protein A6 [Source:RGD Symbol;Acc:620264]
ENSRNOG00000011675	0	0	1	ENSRNOG00000011675	Zfp40	protein_coding	zinc finger protein 40 [Source:RGD Symbol;Acc:1593410]
ENSRNOG00000011723	0	0	1	ENSRNOG00000011723	Slc44a3	protein_coding	solute carrier family 44, member 3 [Source:RGD Symbol;Acc:1305808]
ENSRNOG00000011815	0	0	1	ENSRNOG00000011815	Sgk1	protein_coding	serum/glucocorticoid regulated kinase 1 [Source:RGD Symbol;Acc:3668]
ENSRNOG00000011937	0	0	1	ENSRNOG00000011937	Sgtb	protein_coding	small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:RGD Symbol;Acc:727976]
ENSRNOG00000012055	0	0	1	ENSRNOG00000012055	Man2a2	protein_coding	mannosidase, alpha, class 2A, member 2 [Source:RGD Symbol;Acc:1310238]
ENSRNOG00000012074	0	0	1	ENSRNOG00000012074	Ifngr1	protein_coding	interferon gamma receptor 1 [Source:RGD Symbol;Acc:620570]
ENSRNOG00000012183	0	0	1	ENSRNOG00000012183	Glrx	protein_coding	glutaredoxin [Source:RGD Symbol;Acc:70951]
ENSRNOG00000012404	0	0	1	ENSRNOG00000012404	Thrsp	protein_coding	thyroid hormone responsive [Source:RGD Symbol;Acc:3859]
ENSRNOG00000012436	0	0	1	ENSRNOG00000012436	Adh6	protein_coding	alcohol dehydrogenase 1 (class I) [Source:RGD Symbol;Acc:2044]
ENSRNOG00000012508	0	0	1	ENSRNOG00000012508	Slc39a8	protein_coding	solute carrier family 39 member 8 [Source:RGD Symbol;Acc:1308236]
ENSRNOG00000012549	0	0	1	ENSRNOG00000012549	Hs2st1	protein_coding	heparan sulfate 2-O-sulfotransferase 1 [Source:RGD Symbol;Acc:1305366]
ENSRNOG00000012723	0	0	1	ENSRNOG00000012723	Trim55	protein_coding	tripartite motif-containing 55 [Source:RGD Symbol;Acc:1306943]
ENSRNOG00000012820	0	0	1	ENSRNOG00000012820	Add3	protein_coding	adducin 3 [Source:RGD Symbol;Acc:2043]
ENSRNOG00000013011	0	0	1	ENSRNOG00000013011	Dnajb4	protein_coding	DnaJ heat shock protein family (Hsp40) member B4 [Source:RGD Symbol;Acc:1305826]
ENSRNOG00000013017	0	0	1	ENSRNOG00000013017	Arnt2	protein_coding	aryl hydrocarbon receptor nuclear translocator 2 [Source:RGD Symbol;Acc:2154]
ENSRNOG00000013149	0	0	1	ENSRNOG00000013149	Vps33b	protein_coding	VPS33B, late endosome and lysosome associated [Source:RGD Symbol;Acc:620644]
ENSRNOG00000013160	0	0	1	ENSRNOG00000013160	Sash1	protein_coding	SAM and SH3 domain containing 1 [Source:RGD Symbol;Acc:1566017]
ENSRNOG00000013309	0	0	1	ENSRNOG00000013309	Pik3ap1	protein_coding	phosphoinositide-3-kinase adaptor protein 1 [Source:RGD Symbol;Acc:1307744]
ENSRNOG00000013334	0	0	1	ENSRNOG00000013334	Clca5	protein_coding	chloride channel accessory 5 [Source:RGD Symbol;Acc:621100]
ENSRNOG00000013358	0	0	1	ENSRNOG00000013358	Aqp11	protein_coding	aquaporin 11 [Source:RGD Symbol;Acc:628763]
ENSRNOG00000013389	0	0	1	ENSRNOG00000013389	Rgs7bp	protein_coding	regulator of G-protein signaling 7 binding protein [Source:RGD Symbol;Acc:1309360]
ENSRNOG00000013413	0	0	1	ENSRNOG00000013413	Rorb	protein_coding	RAR-related orphan receptor B [Source:RGD Symbol;Acc:1306778]
ENSRNOG00000013436	0	0	1	ENSRNOG00000013436	Pde7b	protein_coding	phosphodiesterase 7B [Source:RGD Symbol;Acc:621016]
ENSRNOG00000013535	0	0	1	ENSRNOG00000013535	Cdh6	protein_coding	cadherin 6 [Source:RGD Symbol;Acc:2322]
ENSRNOG00000013555	0	0	1	ENSRNOG00000013555	Ankrd55	protein_coding	ankyrin repeat domain 55 [Source:RGD Symbol;Acc:1307735]
ENSRNOG00000013572	0	0	1	ENSRNOG00000013572	Lxn	protein_coding	latexin [Source:RGD Symbol;Acc:68361]
ENSRNOG00000013641	0	0	1	ENSRNOG00000013641	Myo7a	protein_coding	myosin VIIA [Source:RGD Symbol;Acc:628830]
ENSRNOG00000013660	0	0	1	ENSRNOG00000013660	Cog6	protein_coding	component of oligomeric golgi complex 6 [Source:RGD Symbol;Acc:1303283]
ENSRNOG00000013877	0	0	1	ENSRNOG00000013877	Ttc23	protein_coding	tetratricopeptide repeat domain 23 [Source:RGD Symbol;Acc:1310409]
ENSRNOG00000013938	0	0	1	ENSRNOG00000013938	Tshz3	protein_coding	teashirt zinc finger homeobox 3 [Source:RGD Symbol;Acc:1306322]
ENSRNOG00000013963	0	0	1	ENSRNOG00000013963	Il6st	protein_coding	interleukin 6 cytokine family signal transducer [Source:RGD Symbol;Acc:2903]
ENSRNOG00000013994	0	0	1	ENSRNOG00000013994	Enpp1	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:RGD Symbol;Acc:628825]
ENSRNOG00000014030	0	0	1	ENSRNOG00000014030	Synm	protein_coding	synemin [Source:RGD Symbol;Acc:727872]
ENSRNOG00000014076	0	0	1	ENSRNOG00000014076	Mbnl1	protein_coding	muscleblind-like splicing regulator 1 [Source:RGD Symbol;Acc:628668]
ENSRNOG00000014078	0	0	1	ENSRNOG00000014078	Ndufb8	protein_coding	NADH:ubiquinone oxidoreductase subunit B8 [Source:RGD Symbol;Acc:1309129]
ENSRNOG00000014153	0	0	1	ENSRNOG00000014153	Lhfpl6	protein_coding	LHFPL tetraspan subfamily member 6 [Source:RGD Symbol;Acc:1560177]
ENSRNOG00000014166	0	0	1	ENSRNOG00000014166	Smoc2	protein_coding	SPARC related modular calcium binding 2 [Source:RGD Symbol;Acc:1306681]
ENSRNOG00000014227	0	0	1	ENSRNOG00000014227	Mrgprx3	protein_coding	MAS related GPR family member X3 [Source:RGD Symbol;Acc:632282]
ENSRNOG00000014251	0	0	1	ENSRNOG00000014251	Capn5	protein_coding	calpain 5 [Source:RGD Symbol;Acc:620084]
ENSRNOG00000014254	0	0	1	ENSRNOG00000014254	Cpt1a	protein_coding	carnitine palmitoyltransferase 1A [Source:RGD Symbol;Acc:2396]
