gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000026116	1	0	0	ENSRNOG00000026116	Sall3	protein_coding	spalt-like transcription factor 3 [Source:RGD Symbol;Acc:1310232]
ENSRNOG00000026248	1	0	0	ENSRNOG00000026248	Nmt2	protein_coding	N-myristoyltransferase 2 [Source:RGD Symbol;Acc:1303175]
ENSRNOG00000026403	1	1	0	ENSRNOG00000026403	Naf1	protein_coding	nuclear assembly factor 1 ribonucleoprotein [Source:RGD Symbol;Acc:1306802]
ENSRNOG00000027229	1	0	0	ENSRNOG00000027229	Slc35d2	protein_coding	solute carrier family 35 member D2 [Source:RGD Symbol;Acc:1309518]
ENSRNOG00000027230	1	0	1	ENSRNOG00000027230	Fhod3	protein_coding	formin homology 2 domain containing 3 [Source:RGD Symbol;Acc:2322319]
ENSRNOG00000027245	1	0	1	ENSRNOG00000027245	Tdrp	protein_coding	testis development related protein [Source:RGD Symbol;Acc:1559733]
ENSRNOG00000027260	1	0	0	ENSRNOG00000027260	Adprh	protein_coding	ADP-ribosylarginine hydrolase [Source:RGD Symbol;Acc:2052]
ENSRNOG00000027489	1	0	1	ENSRNOG00000027489	Mn1	protein_coding	MN1 proto-oncogene, transcriptional regulator [Source:RGD Symbol;Acc:1565571]
ENSRNOG00000027797	1	0	0	ENSRNOG00000027797	Nit2	protein_coding	nitrilase family, member 2 [Source:RGD Symbol;Acc:1310494]
ENSRNOG00000027888	1	0	0	ENSRNOG00000027888	Cmss1	protein_coding	cms1 ribosomal small subunit homolog [Source:RGD Symbol;Acc:1309437]
ENSRNOG00000028292	1	0	0	ENSRNOG00000028292	Gart	protein_coding	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:RGD Symbol;Acc:1308717]
ENSRNOG00000028356	1	0	0	ENSRNOG00000028356	Chchd10	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:RGD Symbol;Acc:1359417]
ENSRNOG00000028586	1	0	0	ENSRNOG00000028586	Mcph1	protein_coding	microcephalin 1 [Source:RGD Symbol;Acc:1560642]
ENSRNOG00000028592	1	0	0	ENSRNOG00000028592		protein_coding	
ENSRNOG00000028623	1	0	0	ENSRNOG00000028623	Agpat5	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:RGD Symbol;Acc:1306405]
ENSRNOG00000028658	1	0	0	ENSRNOG00000028658	Olig2	protein_coding	oligodendrocyte transcription factor 2 [Source:RGD Symbol;Acc:1307098]
ENSRNOG00000029211	1	1	1	ENSRNOG00000029211		protein_coding	
ENSRNOG00000029317	1	0	0	ENSRNOG00000029317	AABR07043659.1	protein_coding	ribosomal protein S27a, pseudogene 6 [Source:RGD Symbol;Acc:1588826]
ENSRNOG00000029341	1	0	0	ENSRNOG00000029341	AABR07036375.1	protein_coding	ribosomal protein S20-like [Source:RGD Symbol;Acc:2322461]
ENSRNOG00000029370	1	0	0	ENSRNOG00000029370	Abhd3	protein_coding	abhydrolase domain containing 3, phospholipase [Source:RGD Symbol;Acc:1310655]
ENSRNOG00000029441	1	0	0	ENSRNOG00000029441	Klhl2	protein_coding	kelch-like family member 2 [Source:RGD Symbol;Acc:1306388]
ENSRNOG00000029522	1	0	0	ENSRNOG00000029522	Defa6	protein_coding	defensin alpha 6 [Source:RGD Symbol;Acc:1562293]
ENSRNOG00000029529	1	1	0	ENSRNOG00000029529	Eef1akmt4	protein_coding	EEF1A lysine methyltransferase 4 [Source:RGD Symbol;Acc:7732114]
ENSRNOG00000029549	1	0	0	ENSRNOG00000029549	Eci3	protein_coding	enoyl-Coenzyme A delta isomerase 3 [Source:RGD Symbol;Acc:1310224]
ENSRNOG00000029560	1	0	0	ENSRNOG00000029560	AABR07072272.1	protein_coding	ribosomal protein L36-like [Source:RGD Symbol;Acc:2322117]
ENSRNOG00000029606	1	0	1	ENSRNOG00000029606	AABR07024964.1	protein_coding	similar to RIKEN cDNA 2900016D05 [Source:RGD Symbol;Acc:1560857]
ENSRNOG00000029614	1	0	0	ENSRNOG00000029614	Robo1	protein_coding	roundabout guidance receptor 1 [Source:RGD Symbol;Acc:61941]
ENSRNOG00000029958	1	0	0	ENSRNOG00000029958	RGD1563861	protein_coding	similar to ribosomal protein L10 [Source:RGD Symbol;Acc:1563861]
ENSRNOG00000030299	1	0	0	ENSRNOG00000030299	AABR07024742.1	protein_coding	similar to tumor protein, translationally-controlled 1 [Source:RGD Symbol;Acc:1590250]
ENSRNOG00000030364	1	0	0	ENSRNOG00000030364	AABR07031666.1	protein_coding	similar to 60S ribosomal protein L35 [Source:RGD Symbol;Acc:1586622]
ENSRNOG00000030410	1	1	1	ENSRNOG00000030410	Zfp958	protein_coding	zinc finger protein 958 [Source:RGD Symbol;Acc:2311392]
ENSRNOG00000030426	1	1	0	ENSRNOG00000030426		protein_coding	ribosomal protein S20-like [Source:RGD Symbol;Acc:2321641]
ENSRNOG00000030452	1	0	0	ENSRNOG00000030452	Rimbp3	protein_coding	RIMS binding protein 3 [Source:RGD Symbol;Acc:1563657]
ENSRNOG00000030486	1	0	1	ENSRNOG00000030486	Prdm6	protein_coding	PR/SET domain 6 [Source:RGD Symbol;Acc:1559594]
ENSRNOG00000030925	1	0	1	ENSRNOG00000030925	AABR07027925.2	protein_coding	
ENSRNOG00000031163	1	0	0	ENSRNOG00000031163	Nfkbiz	protein_coding	NFKB inhibitor zeta [Source:RGD Symbol;Acc:1310834]
ENSRNOG00000031273	1	0	0	ENSRNOG00000031273	AABR07034639.1	protein_coding	similar to ribosomal protein L27a [Source:RGD Symbol;Acc:1559972]
ENSRNOG00000031801	1	0	0	ENSRNOG00000031801	Ephb3	protein_coding	Eph receptor B3 [Source:RGD Symbol;Acc:1305602]
ENSRNOG00000032297	1	0	1	ENSRNOG00000032297	Msmo1	protein_coding	methylsterol monooxygenase 1 [Source:RGD Symbol;Acc:620281]
ENSRNOG00000032596	1	0	0	ENSRNOG00000032596	RT1-T24-1	protein_coding	RT1 class I, locus T24, gene 1 [Source:RGD Symbol;Acc:1359499]
ENSRNOG00000032708	1	0	0	ENSRNOG00000032708	RT1-Bb	protein_coding	RT1 class II, locus Bb [Source:RGD Symbol;Acc:3469]
ENSRNOG00000032942	1	0	0	ENSRNOG00000032942	Neu1	protein_coding	neuraminidase 1 [Source:RGD Symbol;Acc:3163]
ENSRNOG00000032995	1	0	1	ENSRNOG00000032995	AABR07025089.1	protein_coding	
ENSRNOG00000033220	1	0	0	ENSRNOG00000033220	Oas1k	protein_coding	2-5 oligoadenylate synthetase 1B [Source:RGD Symbol;Acc:708393]
ENSRNOG00000033321	1	0	0	ENSRNOG00000033321	Hmgb2l1	protein_coding	high mobility group box 2 [Source:RGD Symbol;Acc:69291]
ENSRNOG00000033330	1	0	0	ENSRNOG00000033330	Skida1	protein_coding	SKI/DACH domain containing 1 [Source:RGD Symbol;Acc:1588196]
ENSRNOG00000033389	1	0	0	ENSRNOG00000033389	Susd2	protein_coding	sushi domain containing 2 [Source:RGD Symbol;Acc:1308595]
ENSRNOG00000033603	1	0	0	ENSRNOG00000033603	AABR07034315.1	protein_coding	similar to ribosomal protein L27 [Source:RGD Symbol;Acc:1563835]
ENSRNOG00000033912	1	0	0	ENSRNOG00000033912	Fcho1	protein_coding	FCH and mu domain containing endocytic adaptor 1 [Source:RGD Symbol;Acc:1307683]
ENSRNOG00000034237	1	0	0	ENSRNOG00000034237	Rpl39	protein_coding	ribosomal protein L39 [Source:RGD Symbol;Acc:3593]
ENSRNOG00000037456	1	0	0	ENSRNOG00000037456	P2rx2	protein_coding	purinergic receptor P2X 2 [Source:RGD Symbol;Acc:620251]
ENSRNOG00000037466	1	0	0	ENSRNOG00000037466	Lrcol1	protein_coding	leucine rich colipase-like 1 [Source:RGD Symbol;Acc:2323402]
ENSRNOG00000037509	1	0	1	ENSRNOG00000037509	Chek2	protein_coding	checkpoint kinase 2 [Source:RGD Symbol;Acc:621543]
ENSRNOG00000037957	1	0	0	ENSRNOG00000037957	Aifm3	protein_coding	apoptosis inducing factor, mitochondria associated 3 [Source:RGD Symbol;Acc:1306028]
ENSRNOG00000038045	1	0	0	ENSRNOG00000038045	AC128960.1	protein_coding	ribosomal protein L34, pseudogene 1 [Source:RGD Symbol;Acc:1595454]
ENSRNOG00000038047	1	0	0	ENSRNOG00000038047	Mt1	protein_coding	metallothionein 1 [Source:RGD Symbol;Acc:3117]
ENSRNOG00000038160	1	0	0	ENSRNOG00000038160	Eif2b5	protein_coding	eukaryotic translation initiation factor 2B subunit epsilon [Source:RGD Symbol;Acc:708380]
ENSRNOG00000038200	1	0	0	ENSRNOG00000038200	Rttn	protein_coding	rotatin [Source:RGD Symbol;Acc:1306706]
ENSRNOG00000038375	1	0	1	ENSRNOG00000038375	AABR07026311.1	protein_coding	
ENSRNOG00000038761	1	0	0	ENSRNOG00000038761	Hacd2	protein_coding	3-hydroxyacyl-CoA dehydratase 2 [Source:RGD Symbol;Acc:1306337]
ENSRNOG00000038881	1	1	1	ENSRNOG00000038881	Hcls1	protein_coding	hematopoietic cell specific Lyn substrate 1 [Source:RGD Symbol;Acc:1304754]
ENSRNOG00000039017	1	0	0	ENSRNOG00000039017	Naa50	protein_coding	N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:RGD Symbol;Acc:1310944]
ENSRNOG00000039024	1	0	0	ENSRNOG00000039024	Spice1	protein_coding	spindle and centriole associated protein 1 [Source:RGD Symbol;Acc:1310729]
ENSRNOG00000039048	1	0	0	ENSRNOG00000039048	Cd200r1	protein_coding	CD200 receptor 1 [Source:RGD Symbol;Acc:61837]
ENSRNOG00000039249	1	0	1	ENSRNOG00000039249	Rpl31l4	protein_coding	ribosomal protein L31-like 4 [Source:RGD Symbol;Acc:2319106]
ENSRNOG00000039596	1	0	0	ENSRNOG00000039596	Prob1	protein_coding	proline-rich basic protein 1 [Source:RGD Symbol;Acc:1594845]
ENSRNOG00000039877	1	0	0	ENSRNOG00000039877	Smim11a	protein_coding	small integral membrane protein 11A [Source:RGD Symbol;Acc:2299853]
ENSRNOG00000040205	1	0	0	ENSRNOG00000040205	Zcchc24	protein_coding	zinc finger CCHC-type containing 24 [Source:RGD Symbol;Acc:1306164]
ENSRNOG00000042387	1	0	0	ENSRNOG00000042387	Slc25a6	protein_coding	solute carrier family 25 member 6 [Source:RGD Symbol;Acc:1560896]
ENSRNOG00000043098	1	0	0	ENSRNOG00000043098	Mt2A	protein_coding	metallothionein 2A [Source:RGD Symbol;Acc:1592345]
ENSRNOG00000043219	1	0	1	ENSRNOG00000043219	Fbn2	protein_coding	fibrillin 2 [Source:RGD Symbol;Acc:620910]
ENSRNOG00000043249	1	0	0	ENSRNOG00000043249	Pde4c	protein_coding	phosphodiesterase 4C [Source:RGD Symbol;Acc:727918]
ENSRNOG00000045553	1	0	1	ENSRNOG00000045553	Proser2	protein_coding	proline and serine rich 2 [Source:RGD Symbol;Acc:1586830]
ENSRNOG00000045658	1	0	0	ENSRNOG00000045658	AABR07044301.1	protein_coding	von Hippel-Lindau tumor suppressor-like [Source:RGD Symbol;Acc:1593748]
ENSRNOG00000045770	1	0	0	ENSRNOG00000045770	Hira	protein_coding	histone cell cycle regulator [Source:RGD Symbol;Acc:1584950]
ENSRNOG00000045918	1	0	0	ENSRNOG00000045918	Jarid2	protein_coding	jumonji and AT-rich interaction domain containing 2 [Source:RGD Symbol;Acc:1591663]
ENSRNOG00000045952	1	0	1	ENSRNOG00000045952	Ephb4	protein_coding	EPH receptor B4 [Source:RGD Symbol;Acc:1583193]
ENSRNOG00000046007	1	0	1	ENSRNOG00000046007	Cldn3	protein_coding	claudin 3 [Source:RGD Symbol;Acc:68425]
ENSRNOG00000046204	1	0	0	ENSRNOG00000046204	Tspan15	protein_coding	tetraspanin 15 [Source:RGD Symbol;Acc:1588304]
ENSRNOG00000046342	1	0	0	ENSRNOG00000046342		protein_coding	ribosomal protein S28-like [Source:RGD Symbol;Acc:2323691]
ENSRNOG00000046505	1	0	1	ENSRNOG00000046505	Bend3	protein_coding	BEN domain containing 3 [Source:RGD Symbol;Acc:1596570]
ENSRNOG00000046791	1	0	1	ENSRNOG00000046791	Sh3rf3	protein_coding	SH3 domain containing ring finger 3 [Source:RGD Symbol;Acc:1589772]
ENSRNOG00000047446	1	0	0	ENSRNOG00000047446	Foxc2	protein_coding	forkhead box C2 [Source:RGD Symbol;Acc:621703]
ENSRNOG00000047476	1	0	0	ENSRNOG00000047476	Wasf1	protein_coding	WASP family member 1 [Source:RGD Symbol;Acc:1561954]
ENSRNOG00000047563	1	0	0	ENSRNOG00000047563	Mrpl39	protein_coding	mitochondrial ribosomal protein L39 [Source:RGD Symbol;Acc:1591507]
ENSRNOG00000047594	1	0	0	ENSRNOG00000047594	Heatr1	protein_coding	HEAT repeat containing 1 [Source:RGD Symbol;Acc:1564769]
ENSRNOG00000047697	1	0	0	ENSRNOG00000047697	Ggt1	protein_coding	gamma-glutamyltransferase 1 [Source:RGD Symbol;Acc:2683]
ENSRNOG00000047924	1	0	0	ENSRNOG00000047924	Zbtb7c	protein_coding	zinc finger and BTB domain containing 7C [Source:RGD Symbol;Acc:1591841]
ENSRNOG00000048109	1	0	1	ENSRNOG00000048109		protein_coding	40S ribosomal protein S3a-like [Source:RGD Symbol;Acc:2318248]
ENSRNOG00000048114	1	0	0	ENSRNOG00000048114	Echdc3	protein_coding	enoyl CoA hydratase domain containing 3 [Source:RGD Symbol;Acc:1589147]
ENSRNOG00000048430	1	0	0	ENSRNOG00000048430	Myo18b	protein_coding	myosin XVIIIb [Source:RGD Symbol;Acc:1594542]
ENSRNOG00000048431	1	0	1	ENSRNOG00000048431	Nynrin	protein_coding	NYN domain and retroviral integrase containing [Source:RGD Symbol;Acc:6486974]
ENSRNOG00000048580	1	0	0	ENSRNOG00000048580	Trip6	protein_coding	thyroid hormone receptor interactor 6 [Source:RGD Symbol;Acc:1583180]
ENSRNOG00000048699	1	0	1	ENSRNOG00000048699	Vps37d	protein_coding	VPS37D subunit of ESCRT-I [Source:RGD Symbol;Acc:1587769]
ENSRNOG00000048758	1	0	0	ENSRNOG00000048758	Snrpd2l	protein_coding	small nuclear ribonucleoprotein D2-like [Source:RGD Symbol;Acc:1305065]
ENSRNOG00000048898	1	1	1	ENSRNOG00000048898	Wasf3	protein_coding	WASP family member 3 [Source:RGD Symbol;Acc:1592807]
ENSRNOG00000049442	1	0	1	ENSRNOG00000049442	AABR07026317.1	protein_coding	ribosomal protein S28, pseudogene 1 [Source:RGD Symbol;Acc:2302583]
ENSRNOG00000049452	1	0	0	ENSRNOG00000049452	Nebl	protein_coding	nebulette [Source:RGD Symbol;Acc:1308315]
ENSRNOG00000049491	1	0	0	ENSRNOG00000049491	RT1-DMb	protein_coding	RT1 class II, locus DMb [Source:RGD Symbol;Acc:735096]
ENSRNOG00000049614	1	0	1	ENSRNOG00000049614	AABR07028488.1	protein_coding	inter-alpha-trypsin inhibitor heavy chain 5 [Source:RGD Symbol;Acc:1591485]
ENSRNOG00000049629	1	0	0	ENSRNOG00000049629	Reep2	protein_coding	receptor accessory protein 2 [Source:RGD Symbol;Acc:1586980]
ENSRNOG00000049686	1	0	0	ENSRNOG00000049686	Mrpl40	protein_coding	mitochondrial ribosomal protein L40 [Source:RGD Symbol;Acc:1565444]
ENSRNOG00000049906	1	0	1	ENSRNOG00000049906	Foxf1	protein_coding	forkhead box F1 [Source:RGD Symbol;Acc:1584229]
ENSRNOG00000050023	1	0	0	ENSRNOG00000050023	Crybb2	protein_coding	crystallin, beta B2 [Source:RGD Symbol;Acc:2417]
ENSRNOG00000050067	1	0	1	ENSRNOG00000050067		protein_coding	ribosomal protein S9-like [Source:RGD Symbol;Acc:2320851]
ENSRNOG00000050848	1	0	0	ENSRNOG00000050848	Dtx1	protein_coding	deltex E3 ubiquitin ligase 1 [Source:RGD Symbol;Acc:1585380]
ENSRNOG00000050869	1	0	0	ENSRNOG00000050869	Cebpd	protein_coding	CCAAT/enhancer binding protein delta [Source:RGD Symbol;Acc:2328]
ENSRNOG00000051061	1	0	0	ENSRNOG00000051061	Prep	protein_coding	prolyl endopeptidase [Source:RGD Symbol;Acc:620841]
ENSRNOG00000051232	1	0	1	ENSRNOG00000051232	Gbe1	protein_coding	1,4-alpha-glucan branching enzyme 1 [Source:RGD Symbol;Acc:1309968]
ENSRNOG00000051458	1	0	1	ENSRNOG00000051458	Hic2	protein_coding	HIC ZBTB transcriptional repressor 2 [Source:RGD Symbol;Acc:1305338]
ENSRNOG00000051770	1	0	0	ENSRNOG00000051770	Cyp2w1	protein_coding	cytochrome P450, family 2, subfamily w, polypeptide 1 [Source:RGD Symbol;Acc:1305193]
ENSRNOG00000051986	1	0	0	ENSRNOG00000051986	Plcg2	protein_coding	phospholipase C, gamma 2 [Source:RGD Symbol;Acc:3348]
ENSRNOG00000052424	1	0	0	ENSRNOG00000052424	RGD1306556	protein_coding	RIKEN cDNA 2900026A02 gene [Source:MGI Symbol;Acc:MGI:1920194]
ENSRNOG00000052665	1	0	0	ENSRNOG00000052665	Onecut2	protein_coding	one cut homeobox 2 [Source:RGD Symbol;Acc:1564677]
ENSRNOG00000053026	1	0	1	ENSRNOG00000053026	Shcbp1	protein_coding	SHC binding and spindle associated 1 [Source:RGD Symbol;Acc:1590844]
ENSRNOG00000053045	1	0	0	ENSRNOG00000053045	Wscd2	protein_coding	WSC domain containing 2 [Source:RGD Symbol;Acc:1589744]
ENSRNOG00000053640	1	0	0	ENSRNOG00000053640	Kcng2	protein_coding	potassium voltage-gated channel modifier subfamily G member 2 [Source:RGD Symbol;Acc:1309521]
ENSRNOG00000053706	1	0	0	ENSRNOG00000053706	Lonrf1	protein_coding	LON peptidase N-terminal domain and ring finger 1 [Source:RGD Symbol;Acc:1562583]
ENSRNOG00000054058	1	0	0	ENSRNOG00000054058	Osbpl1a	protein_coding	oxysterol binding protein-like 1A [Source:RGD Symbol;Acc:628888]
ENSRNOG00000054203	1	0	0	ENSRNOG00000054203	Sim2	protein_coding	SIM bHLH transcription factor 2 [Source:RGD Symbol;Acc:1308016]
ENSRNOG00000054284	1	0	0	ENSRNOG00000054284	AABR07072639.2	protein_coding	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36-like 1 [Source:RGD Symbol;Acc:1561851]
ENSRNOG00000054474	1	0	0	ENSRNOG00000054474	Mastl	protein_coding	microtubule associated serine/threonine kinase-like [Source:RGD Symbol;Acc:1309186]
ENSRNOG00000054603	1	0	0	ENSRNOG00000054603	Pacsin1	protein_coding	protein kinase C and casein kinase substrate in neurons 1 [Source:RGD Symbol;Acc:3247]
ENSRNOG00000054625	1	0	0	ENSRNOG00000054625	Fhod1	protein_coding	formin homology 2 domain containing 1 [Source:RGD Symbol;Acc:1589776]
ENSRNOG00000055042	1	0	0	ENSRNOG00000055042	Gprin2	protein_coding	G protein regulated inducer of neurite outgrowth 2 [Source:RGD Symbol;Acc:1308922]
ENSRNOG00000055157	1	0	1	ENSRNOG00000055157	Pard6g	protein_coding	par-6 family cell polarity regulator gamma [Source:RGD Symbol;Acc:1305016]
ENSRNOG00000055391	1	0	0	ENSRNOG00000055391	Eif4ebp2	protein_coding	eukaryotic translation initiation factor 4E binding protein 2 [Source:RGD Symbol;Acc:1310824]
ENSRNOG00000055499	1	0	0	ENSRNOG00000055499	Grid1	protein_coding	glutamate ionotropic receptor delta type subunit 1 [Source:RGD Symbol;Acc:68366]
ENSRNOG00000056017	1	0	0	ENSRNOG00000056017		protein_coding	
ENSRNOG00000056955	1	0	1	ENSRNOG00000056955	Bicdl1	protein_coding	BICD family like cargo adaptor 1 [Source:RGD Symbol;Acc:1310292]
ENSRNOG00000057832	1	0	0	ENSRNOG00000057832	Rnf125	protein_coding	ring finger protein 125 [Source:RGD Symbol;Acc:1306757]
ENSRNOG00000058218	1	0	0	ENSRNOG00000058218	AC131806.3	protein_coding	
ENSRNOG00000058662	1	0	0	ENSRNOG00000058662	Ano8	protein_coding	anoctamin 8 [Source:RGD Symbol;Acc:1563946]
ENSRNOG00000058940	1	0	0	ENSRNOG00000058940	Rab11fip1	protein_coding	RAB11 family interacting protein 1 [Source:RGD Symbol;Acc:1562965]
ENSRNOG00000059142	1	0	0	ENSRNOG00000059142	Dtwd2	protein_coding	DTW domain containing 2 [Source:RGD Symbol;Acc:1306423]
ENSRNOG00000059381	1	0	0	ENSRNOG00000059381	Mrps6	protein_coding	mitochondrial ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:2153111]
ENSRNOG00000059456	1	0	0	ENSRNOG00000059456	Grk3	protein_coding	G protein-coupled receptor kinase 3 [Source:RGD Symbol;Acc:2063]
ENSRNOG00000059579	1	1	0	ENSRNOG00000059579	Gpt2	protein_coding	glutamic--pyruvic transaminase 2 [Source:RGD Symbol;Acc:1305462]
ENSRNOG00000059770	1	0	0	ENSRNOG00000059770	AABR07044383.1	protein_coding	
ENSRNOG00000059840	1	0	0	ENSRNOG00000059840	Unc5a	protein_coding	unc-5 netrin receptor A [Source:RGD Symbol;Acc:621755]
ENSRNOG00000060045	1	0	0	ENSRNOG00000060045	Pi4ka	protein_coding	phosphatidylinositol 4-kinase alpha [Source:RGD Symbol;Acc:621213]
ENSRNOG00000060334	1	0	1	ENSRNOG00000060334	Cdx1	protein_coding	caudal type homeo box 1 [Source:RGD Symbol;Acc:621233]
ENSRNOG00000060979	1	0	0	ENSRNOG00000060979	Hspa13	protein_coding	heat shock protein family A (Hsp70) member 13 [Source:RGD Symbol;Acc:3775]
ENSRNOG00000061004	1	0	0	ENSRNOG00000061004	Asphd2	protein_coding	aspartate beta-hydroxylase domain containing 2 [Source:RGD Symbol;Acc:1306020]
ENSRNOG00000061026	1	0	0	ENSRNOG00000061026	Npy4r	protein_coding	neuropeptide Y receptor Y4 [Source:RGD Symbol;Acc:61864]
ENSRNOG00000061544	1	0	1	ENSRNOG00000061544	Spock2	protein_coding	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:RGD Symbol;Acc:1308568]
ENSRNOG00000062220	1	0	0	ENSRNOG00000062220	Cenpp	protein_coding	centromere protein P [Source:RGD Symbol;Acc:1589530]
ENSRNOG00000062272	1	0	0	ENSRNOG00000062272		protein_coding	ribosomal protein S12-like [Source:RGD Symbol;Acc:2319147]
ENSRNOG00000062276	1	0	0	ENSRNOG00000062276	AABR07044631.2	protein_coding	gamma-glutamyltransferase 5 [Source:RGD Symbol;Acc:2684]
ENSRNOG00000062701	1	0	0	ENSRNOG00000062701		protein_coding	
ENSRNOG00000063031	1	0	0	ENSRNOG00000063031	Fam131a	protein_coding	family with sequence similarity 131, member A [Source:RGD Symbol;Acc:2322069]
ENSRNOG00000063181	1	0	0	ENSRNOG00000063181	Rpp38	protein_coding	ribonuclease P/MRP subunit p38 [Source:RGD Symbol;Acc:1307474]
ENSRNOG00000063450	1	0	0	ENSRNOG00000063450	Nrg3	protein_coding	neuregulin 3 [Source:RGD Symbol;Acc:1559678]
ENSRNOG00000063491	1	0	0	ENSRNOG00000063491		protein_coding	
ENSRNOG00000063517	1	0	1	ENSRNOG00000063517	Rflna	protein_coding	refilin A [Source:RGD Symbol;Acc:1588777]
ENSRNOG00000063854	1	0	0	ENSRNOG00000063854	Ppa1	protein_coding	inorganic pyrophosphatase 1 [Source:RGD Symbol;Acc:1589773]
ENSRNOG00000064019	1	0	0	ENSRNOG00000064019	Ddx19b	protein_coding	DEAD-box helicase 19B [Source:RGD Symbol;Acc:1593382]
ENSRNOG00000064081	1	0	0	ENSRNOG00000064081		protein_coding	
ENSRNOG00000064112	1	0	0	ENSRNOG00000064112	Arl5b	protein_coding	ADP-ribosylation factor like GTPase 5B [Source:RGD Symbol;Acc:1305569]
ENSRNOG00000064222	1	0	0	ENSRNOG00000064222	Rpl35al1	protein_coding	ribosomal protein L35a-like 1 [Source:RGD Symbol;Acc:628793]
ENSRNOG00000064614	1	0	1	ENSRNOG00000064614		protein_coding	similar to developmental pluripotency-associated 2 [Source:NCBI gene (formerly Entrezgene);Acc:683282]
ENSRNOG00000064616	1	0	0	ENSRNOG00000064616	Ankrd10	protein_coding	ankyrin repeat domain 10 [Source:RGD Symbol;Acc:1310501]
ENSRNOG00000065120	1	0	0	ENSRNOG00000065120		protein_coding	60 kDa heat shock protein, mitochondrial pseudogene [Source:RGD Symbol;Acc:9089883]
ENSRNOG00000065215	1	0	0	ENSRNOG00000065215		protein_coding	
ENSRNOG00000065853	1	0	0	ENSRNOG00000065853		protein_coding	hypothetical LOC100360368 [Source:RGD Symbol;Acc:2322285]
ENSRNOG00000065935	1	0	0	ENSRNOG00000065935	Kng2l1	protein_coding	kininogen 2 [Source:RGD Symbol;Acc:2980]
ENSRNOG00000066445	1	0	0	ENSRNOG00000066445		protein_coding	
ENSRNOG00000066477	1	0	0	ENSRNOG00000066477		protein_coding	
ENSRNOG00000066842	1	0	0	ENSRNOG00000066842	Mzt2b	protein_coding	mitotic spindle organizing protein 2B [Source:RGD Symbol;Acc:1308126]
ENSRNOG00000066963	1	0	0	ENSRNOG00000066963		protein_coding	L antigen family member 3-like [Source:NCBI gene (formerly Entrezgene);Acc:102552182]
ENSRNOG00000067330	1	0	0	ENSRNOG00000067330		protein_coding	
ENSRNOG00000067356	1	0	1	ENSRNOG00000067356	Zfp42	protein_coding	zinc finger protein 42 [Source:RGD Symbol;Acc:2319133]
ENSRNOG00000067370	1	0	0	ENSRNOG00000067370		protein_coding	uncharacterized LOC100911661 [Source:RGD Symbol;Acc:6491687]
ENSRNOG00000067437	1	0	0	ENSRNOG00000067437		protein_coding	similar to small nuclear ribonucleoparticle-associated protein [Source:RGD Symbol;Acc:1586418]
